,league,date,teamHome,teamAway,goalsHome,goalsAway,result,shotsHome,shotsAway,shotsTargetHome,shotsTargetAway,oddsHome,oddsDraw,oddsAway,oddsUnder25,oddsOver25,season,round,pointsHome,pointsAway,avgGoalsHome,avgGoalsAway,avgGoalsAgainstHome,avgGoalsAgainstAway,avgPointsHome,avgPointsAway,avgGoalsHomeAllTeams,avgGoalsAwayAllTeams,anticipatedGoalsHomeAverage,anticipatedGoalsAwayAverage,probHome,probDraw,probAway,probOver25,probUnder25
185,Example1,2000-10-20,Team14,Team15,2,1,H,5.0,4.0,3.0,3.0,1.9,3.2,4.32,1.55,2.37,2000/2001,first,3,0,0.8571428571428571,1.0,1.7142857142857142,1.4285714285714286,1.2857142857142858,1.0,1.6432432432432433,1.0810810810810811,1.5361003861003861,1.1882239382239383,0.491747296528173,0.29197495731360273,0.21627774615822423,0.3954081632653061,0.6045918367346939
186,Example1,2000-10-20,Team7,Team1,1,2,A,5.0,11.0,2.0,5.0,1.78,3.55,5.11,1.7,2.14,2000/2001,first,0,3,1.0,1.5,1.375,1.25,1.125,1.625,1.6451612903225807,1.0806451612903225,1.4889112903225807,1.2368951612903225,0.5406150444192125,0.27106895184963326,0.1883160037311542,0.44270833333333337,0.5572916666666667
187,Example1,2000-10-20,Team8,Team6,4,1,H,17.0,7.0,8.0,4.0,1.75,3.3,4.38,1.81,1.92,2000/2001,first,3,0,0.8571428571428571,1.5714285714285714,2.0,1.0,0.42857142857142855,2.0,1.641711229946524,1.085561497326203,1.2131398013750954,1.5141329258976317,0.5181759518175951,0.27479027747902773,0.20703377070337708,0.48525469168900803,0.514745308310992
188,Example1,2000-10-20,Team9,Team5,3,2,H,,,,,2.12,2.93,3.57,1.53,2.33,2000/2001,first,3,0,0.875,1.625,1.25,1.125,1.125,1.375,1.6542553191489362,1.0851063829787233,1.4355053191489362,1.3038563829787233,0.43152049702765255,0.3122264347094278,0.25625306826291977,0.3963730569948186,0.6036269430051813
189,Example2,2000-10-30,Club1,Club6,2,1,H,,,,,2.4,3.06,2.93,1.63,2.17,2000/2001,first,3,0,1.3333333333333333,1.75,1.1111111111111112,1.125,1.5555555555555556,2.0,1.6613756613756614,1.0899470899470898,1.560681216931217,1.1906415343915342,0.3841091946636506,0.30126211346168674,0.3146286918746626,0.42894736842105263,0.5710526315789474
190,Example2,2000-10-30,Club13,Club14,0,1,A,,,,,2.47,3.04,2.98,1.55,2.34,2000/2001,first,0,3,1.625,1.5,1.75,1.625,1.25,1.0,1.6631578947368422,1.0894736842105261,1.6631578947368422,1.0894736842105261,0.37859298078450054,0.3076067968874067,0.31380022232809274,0.39845758354755784,0.6015424164524421
191,Example2,2000-10-30,Club15,Club12,2,1,H,17.0,13.0,3.0,5.0,1.41,4.5,7.38,2.11,1.7,2000/2001,first,3,0,0.75,0.5,2.125,1.875,0.875,0.625,1.6544502617801047,1.089005235602094,1.6544502617801047,1.089005235602094,0.6647211413748378,0.20827929096411585,0.12699956766104625,0.5538057742782152,0.44619422572178474
192,Example2,2000-10-30,Club2,Club10,1,1,D,8.0,9.0,4.0,3.0,6.11,3.83,1.53,1.97,1.79,2000/2001,first,1,1,1.0,1.0,0.75,0.75,1.625,1.25,1.65625,1.0885416666666665,1.65625,1.0885416666666665,0.151773527240705,0.24212434763464946,0.6061021251246455,0.5239361702127661,0.4760638297872341
193,Example2,2000-10-30,Club3,Club9,2,2,D,14.0,12.0,6.0,7.0,2.56,3.58,2.65,2.12,1.73,2000/2001,first,1,1,1.3333333333333333,1.5555555555555556,0.5555555555555556,1.6666666666666667,1.8888888888888888,1.4444444444444444,1.6528497409326426,1.088082901554404,1.875071963154865,0.8658606793321818,0.3729782432634318,0.2667106990934037,0.36031105764316435,0.5506493506493506,0.4493506493506493
194,Example2,2000-10-30,Club4,Club8,0,0,D,8.0,10.0,0.0,2.0,2.67,3.11,2.82,1.64,2.25,2000/2001,first,1,1,1.0,1.625,2.375,0.875,0.875,1.5,1.6546391752577319,1.092783505154639,1.1233891752577319,1.624033505154639,0.3564643767299509,0.30603211764275523,0.3375035056272939,0.4215938303341903,0.5784061696658098
195,Example2,2000-10-30,Club5,Club7,0,1,A,,,,,3.0,3.25,2.27,1.72,2.06,2000/2001,first,0,3,1.3333333333333333,1.3333333333333333,1.5555555555555556,0.8888888888888888,1.2222222222222223,1.5555555555555556,1.646153846153846,1.087179487179487,1.4794871794871793,1.2538461538461538,0.30819843342036557,0.284490861618799,0.40731070496083555,0.45502645502645506,0.544973544973545
196,Example3,2000-10-30,Squad1,Squad6,3,1,H,,,,,2.07,3.15,3.51,1.57,2.29,2000/2001,first,3,0,1.6666666666666667,1.0,1.1111111111111112,1.25,2.2222222222222223,1.125,1.6377551020408163,1.0867346938775508,1.8391439909297052,0.885345804988662,0.4450603195304858,0.2924682099771764,0.26247147049233777,0.4067357512953368,0.5932642487046632
197,Example3,2000-10-30,Squad13,Squad14,2,1,H,12.0,5.0,6.0,1.0,1.57,3.39,6.68,1.42,2.71,2000/2001,first,3,0,1.25,2.625,2.0,1.25,0.625,1.875,1.6446700507614214,1.0862944162436547,1.1134200507614214,1.6175444162436547,0.5888737774703485,0.2727232538726983,0.1384029686569532,0.34382566585956414,0.6561743341404359
198,Example3,2000-10-30,Squad15,Squad12,0,0,D,13.0,6.0,5.0,2.0,2.06,3.19,3.69,1.63,2.23,2000/2001,first,1,1,1.125,0.75,1.75,1.625,0.75,0.625,1.6464646464646464,1.0858585858585856,1.7089646464646464,1.0233585858585856,0.4537135897070216,0.2929937287763212,0.25329268151665707,0.422279792746114,0.5777202072538861
199,Example3,2000-10-30,Squad2,Squad10,2,0,H,11.0,3.0,3.0,0.0,1.51,3.49,6.37,1.48,2.43,2000/2001,first,3,0,1.5,1.875,1.0,1.375,2.0,1.5,1.6381909547738693,1.080402010050251,1.6381909547738693,1.080402010050251,0.5989051694643575,0.25912515928114027,0.1419696712545023,0.37851662404092073,0.6214833759590793
200,Example3,2000-10-30,Squad3,Squad9,1,0,H,21.0,8.0,11.0,3.0,1.39,4.44,8.47,2.03,1.76,2000/2001,first,3,0,1.4444444444444444,1.5555555555555556,1.3333333333333333,0.8888888888888888,1.4444444444444444,1.6666666666666667,1.64,1.0749999999999997,1.501111111111111,1.2138888888888886,0.6769693816750882,0.21193410822711092,0.11109651009780076,0.5356200527704486,0.4643799472295515
201,Example3,2000-10-30,Squad4,Squad8,1,4,A,7.0,16.0,4.0,5.0,2.34,3.27,3.11,1.79,2.03,2000/2001,first,0,3,1.375,1.375,1.5,1.5,1.625,1.625,1.63681592039801,1.069651741293532,1.63681592039801,1.069651741293532,0.40518508779269213,0.28994896190669706,0.3048659503006108,0.46858638743455505,0.5314136125654451
202,Example3,2000-10-30,Squad5,Squad7,2,3,A,,,,,2.8,3.18,2.48,1.74,2.04,2000/2001,first,0,3,1.2222222222222223,1.1111111111111112,1.5555555555555556,1.4444444444444444,1.2222222222222223,1.1111111111111112,1.6336633663366336,1.0841584158415838,1.6336633663366336,1.0841584158415838,0.332277201024673,0.2925711203990832,0.37515167857624376,0.4603174603174603,0.5396825396825397
203,Example1,2000-10-30,Team1,Team6,3,0,H,16.0,16.0,6.0,3.0,2.72,3.06,2.64,1.56,2.32,2000/2001,first,3,0,1.5555555555555556,1.5,1.2222222222222223,1.375,1.7777777777777777,1.75,1.6354679802955665,1.0935960591133,1.6875513136288998,1.0415127257799668,0.342560553633218,0.30449826989619383,0.35294117647058826,0.4020618556701031,0.5979381443298969
204,Example1,2000-10-30,Team13,Team14,1,0,H,,,,,2.29,3.17,3.04,1.73,2.07,2000/2001,first,3,0,1.5,1.0,1.75,1.625,1.0,1.5,1.642156862745098,1.0882352941176467,1.735906862745098,0.9944852941176467,0.40392829149498904,0.2917967783985883,0.3042749301064227,0.4552631578947368,0.5447368421052632
205,Example1,2000-10-30,Team15,Team12,2,1,H,12.0,8.0,4.0,3.0,1.75,3.21,4.66,1.88,1.83,2000/2001,first,3,0,1.0,1.125,1.5,1.125,0.875,1.625,1.6390243902439023,1.0829268292682923,1.5140243902439023,1.2079268292682923,0.5206413955609078,0.2838387670503391,0.19551983738875295,0.5067385444743935,0.4932614555256065
206,Example1,2000-10-30,Team2,Team10,0,1,A,16.0,7.0,3.0,2.0,1.41,4.43,7.27,1.97,1.82,2000/2001,first,0,3,0.625,2.375,0.875,1.5,1.375,1.75,1.6407766990291262,1.0825242718446597,1.3595266990291262,1.3637742718446597,0.6612741283409064,0.21047325529586414,0.12825261636322946,0.5197889182058046,0.4802110817941952
207,Example1,2000-10-30,Team3,Team9,3,0,H,,,,,1.19,6.59,13.62,2.51,1.49,2000/2001,first,3,0,1.8888888888888888,1.1111111111111112,2.111111111111111,1.3333333333333333,1.5555555555555556,1.3333333333333333,1.6328502415458936,1.082125603864734,1.6328502415458936,1.082125603864734,0.788675786889409,0.14241641675241223,0.06890779635817891,0.6275000000000001,0.37250000000000005
208,Example1,2000-10-30,Team4,Team8,1,3,A,7.0,14.0,1.0,10.0,1.86,3.34,4.09,1.66,2.11,2000/2001,first,0,3,1.5,1.25,1.0,1.875,1.625,0.75,1.6394230769230769,1.0769230769230766,1.9206730769230769,0.7956730769230766,0.49710339005254656,0.2768300315861487,0.2260665783613048,0.44031830238726793,0.5596816976127321
209,Example1,2000-10-30,Team5,Team7,1,1,D,12.0,15.0,5.0,6.0,1.62,3.81,5.82,1.8,2.0,2000/2001,first,1,1,1.6666666666666667,1.0,1.3333333333333333,1.4444444444444444,1.2222222222222223,1.0,1.6363636363636365,1.0861244019138754,1.8308080808080809,0.891679957469431,0.5870103878776327,0.24959496807395407,0.16339464404841322,0.47368421052631576,0.5263157894736842
210,Example2,2000-11-09,Club10,Club15,1,1,D,,,,,2.5,2.78,2.79,1.51,2.28,2000/2001,first,1,1,1.0,0.8888888888888888,0.7777777777777778,2.0,1.2222222222222223,1.1111111111111112,1.6333333333333333,1.0857142857142854,1.9666666666666668,0.752380952380952,0.35773850155895426,0.32170728557459916,0.3205542128664465,0.39841688654353563,0.6015831134564644
211,Example2,2000-11-09,Club12,Club13,2,2,D,9.0,14.0,4.0,7.0,2.83,3.24,2.52,1.87,1.94,2000/2001,first,1,1,0.5555555555555556,1.4444444444444444,1.8888888888888888,1.6666666666666667,0.5555555555555556,1.1111111111111112,1.6303317535545023,1.0853080568720377,1.3525539757767246,1.3630858346498154,0.3337257210123602,0.29149499705709236,0.3747792819305473,0.49081364829396334,0.5091863517060368
212,Example2,2000-11-09,Club14,Club11,2,0,H,22.0,10.0,11.0,7.0,2.15,3.18,3.22,1.84,1.88,2000/2001,first,3,0,1.4444444444444444,1.8888888888888888,1.4444444444444444,0.7777777777777778,1.2222222222222223,1.7777777777777777,1.6320754716981132,1.0896226415094337,1.3542976939203353,1.3674004192872116,0.42665711095184916,0.2884631410523509,0.2848797479957999,0.4946236559139785,0.5053763440860215
213,Example2,2000-11-09,Club5,Club1,2,2,D,14.0,7.0,6.0,4.0,1.82,3.03,4.45,1.66,2.06,2000/2001,first,1,1,1.2,1.4,1.5,1.1,1.1,1.7,1.6338028169014085,1.0845070422535208,1.4838028169014086,1.2345070422535207,0.4975993741027637,0.2988880728934093,0.20351255300382698,0.4462365591397849,0.553763440860215
214,Example2,2000-11-09,Club6,Club4,1,4,A,,,,,1.58,3.79,4.65,1.84,1.86,2000/2001,first,0,3,1.6666666666666667,0.8888888888888888,1.2222222222222223,2.111111111111111,1.7777777777777777,0.8888888888888888,1.6355140186915889,1.0887850467289715,2.0521806853582554,0.6721183800623047,0.5692583990929851,0.23731616637649514,0.19342543453051966,0.49729729729729727,0.5027027027027027
215,Example2,2000-11-09,Club7,Club3,1,1,D,24.0,9.0,3.0,4.0,5.28,3.97,1.61,2.33,1.56,2000/2001,first,1,1,1.3,1.4,0.8,0.7,1.7,1.8,1.6325581395348838,1.1023255813953483,1.5825581395348838,1.1523255813953484,0.17826970974030865,0.23709422353371024,0.5846360667259811,0.5989717223650385,0.40102827763496146
216,Example2,2000-11-09,Club8,Club2,2,0,H,6.0,7.0,3.0,2.0,2.23,3.1,3.47,1.51,2.5,2000/2001,first,3,0,1.4444444444444444,1.0,0.7777777777777778,0.7777777777777778,1.4444444444444444,1.5555555555555556,1.6296296296296295,1.1018518518518514,1.7407407407407407,0.9907407407407403,0.4233689256575659,0.3045524852310877,0.27207858911134636,0.3765586034912718,0.6234413965087281
217,Example3,2000-11-09,Squad10,Squad15,1,1,D,14.0,8.0,2.0,2.0,1.99,3.13,4.0,1.5,2.47,2000/2001,first,1,1,1.6666666666666667,1.0,1.4444444444444444,1.5555555555555556,1.3333333333333333,0.7777777777777778,1.631336405529954,1.0967741935483868,1.8257808499743984,0.9023297491039424,0.46876111529202097,0.29803022985019867,0.23320865485778045,0.3778337531486146,0.6221662468513854
218,Example3,2000-11-09,Squad12,Squad13,1,4,A,10.0,13.0,3.0,5.0,2.53,2.91,3.0,1.58,2.33,2000/2001,first,0,3,0.6666666666666666,1.3333333333333333,1.4444444444444444,1.8888888888888888,0.6666666666666666,0.8888888888888888,1.628440366972477,1.0963302752293576,1.5728848114169214,1.1518858307849131,0.368629736132048,0.3204925197299249,0.3108777441380271,0.4040920716112532,0.5959079283887467
219,Example3,2000-11-09,Squad14,Squad11,0,1,A,,,,,2.92,2.99,2.44,1.5,2.42,2000/2001,first,0,3,2.4444444444444446,1.5555555555555556,1.3333333333333333,1.8888888888888888,1.6666666666666667,1.0,1.6255707762557077,1.1095890410958902,1.9866818873668188,0.748477929984779,0.315128373475241,0.30775078613635576,0.3771208403884032,0.3826530612244898,0.6173469387755102
220,Example3,2000-11-09,Squad5,Squad1,1,4,A,,,,,1.68,3.48,4.74,1.95,1.78,2000/2001,first,0,3,1.3,1.8,1.7,1.1,1.1,2.3,1.6181818181818182,1.109090909090909,1.3431818181818183,1.3840909090909088,0.5443098123069613,0.2627702542171537,0.19291993347588499,0.5227882037533512,0.47721179624664883
221,Example3,2000-11-09,Squad6,Squad4,0,2,A,,,,,3.25,3.37,2.07,2.21,1.6,2000/2001,first,0,3,1.0,1.3333333333333333,1.4444444444444444,1.7777777777777777,1.0,1.4444444444444444,1.6153846153846154,1.1221719457013573,1.6153846153846154,1.1221719457013573,0.28293025198836785,0.2728555842617791,0.44421416374985295,0.5800524934383202,0.41994750656167984
222,Example3,2000-11-09,Squad7,Squad3,1,0,H,7.0,9.0,2.0,2.0,1.59,3.89,5.9,1.95,1.85,2000/2001,first,3,0,1.3,1.4,1.5,1.2,1.3,1.6,1.6081081081081081,1.126126126126126,1.5081081081081082,1.2261261261261258,0.5958652131131368,0.24355416165806876,0.1605806252287945,0.513157894736842,0.48684210526315796
223,Example3,2000-11-09,Squad8,Squad2,1,2,A,,,,,2.91,3.1,2.45,1.61,2.26,2000/2001,first,0,3,1.6666666666666667,1.5555555555555556,1.4444444444444444,0.8888888888888888,1.7777777777777777,2.111111111111111,1.6053811659192825,1.1210762331838564,1.4942700548081713,1.2321873442949676,0.31985007685666755,0.30024636246867825,0.3799035606746541,0.4160206718346253,0.5839793281653746
224,Example1,2000-11-09,Team10,Team15,3,1,H,18.0,11.0,6.0,3.0,1.55,3.76,5.99,2.09,1.68,2000/2001,first,3,0,2.2222222222222223,1.1111111111111112,1.3333333333333333,1.4444444444444444,1.8888888888888888,1.1111111111111112,1.6026785714285714,1.1249999999999998,1.908234126984127,0.8194444444444442,0.5984445288814373,0.24669920738463502,0.15485626373392783,0.5543766578249337,0.4456233421750664
225,Example1,2000-11-09,Team12,Team13,2,3,A,19.0,6.0,6.0,6.0,3.33,3.27,2.17,1.85,1.95,2000/2001,first,0,3,1.1111111111111112,1.4444444444444444,1.2222222222222223,1.5555555555555556,1.4444444444444444,1.2222222222222223,1.6088888888888888,1.1244444444444441,1.6088888888888888,1.1244444444444441,0.2814593571879053,0.28662374906291277,0.4319168937491819,0.48684210526315796,0.513157894736842
226,Example1,2000-11-09,Team14,Team11,0,1,A,12.0,14.0,2.0,4.0,2.22,3.19,3.25,1.76,2.04,2000/2001,first,0,3,0.8888888888888888,1.6666666666666667,1.5555555555555556,0.7777777777777778,1.3333333333333333,2.111111111111111,1.6106194690265487,1.1327433628318582,1.2217305801376597,1.5216322517207472,0.42034438439363775,0.29252806688209276,0.28712754872426954,0.4631578947368421,0.536842105263158
227,Example1,2000-11-09,Team5,Team1,5,1,H,24.0,8.0,11.0,3.0,1.44,4.69,6.36,2.52,1.51,2000/2001,first,3,0,1.6,1.7,1.3,1.1,1.2,1.9,1.60352422907489,1.1321585903083697,1.52852422907489,1.2071585903083697,0.6521237243224808,0.20022562111393866,0.14765065456358056,0.6253101736972705,0.3746898263027295
228,Example1,2000-11-09,Team6,Team4,2,1,H,10.0,12.0,3.0,7.0,2.72,3.37,2.52,2.07,1.76,2000/2001,first,3,0,1.3333333333333333,1.4444444444444444,1.5555555555555556,1.2222222222222223,1.5555555555555556,1.4444444444444444,1.618421052631579,1.1315789473684208,1.5073099415204678,1.242690058479532,0.3464419170079793,0.2796207757453127,0.3739373072467079,0.5404699738903395,0.4595300261096606
229,Example1,2000-11-09,Team7,Team3,1,1,D,,,,,2.3,3.18,2.97,1.75,2.04,2000/2001,first,1,1,1.0,2.0,1.4,1.9,1.0,1.7,1.6200873362445414,1.131004366812227,1.4950873362445414,1.256004366812227,0.4003713500864788,0.2895767626411639,0.3100518872723573,0.4617414248021108,0.5382585751978891
230,Example1,2000-11-09,Team8,Team2,2,2,D,14.0,12.0,7.0,9.0,4.37,3.42,1.84,1.77,2.0,2000/2001,first,1,1,1.4444444444444444,0.5555555555555556,1.7777777777777777,0.8888888888888888,1.0,1.2222222222222223,1.617391304347826,1.1304347826086953,1.617391304347826,1.1304347826086953,0.21492537313432836,0.2746268656716418,0.5104477611940298,0.4694960212201591,0.5305039787798408
231,Example2,2000-11-19,Club1,Club4,1,2,A,11.0,9.0,6.0,4.0,2.17,3.33,3.38,1.77,2.05,2000/2001,first,0,3,1.4545454545454546,1.2,1.1818181818181819,2.0,1.6363636363636365,1.1,1.619047619047619,1.134199134199134,1.8872294372294371,0.8660173160173158,0.4359837465767486,0.28410952855001337,0.27990672487323803,0.46335078534031415,0.5366492146596858
232,Example2,2000-11-19,Club11,Club12,5,4,H,,,,,1.84,3.32,3.71,2.02,1.65,2000/2001,first,3,0,1.7,0.7,0.9,1.9,1.6,0.6,1.6163793103448276,1.1379310344827585,2.1163793103448274,0.6379310344827585,0.48776353930715494,0.2703267808208329,0.24190967987201215,0.5504087193460491,0.449591280653951
233,Example2,2000-11-19,Club13,Club10,1,2,A,11.0,13.0,7.0,6.0,2.25,3.19,2.84,1.73,1.97,2000/2001,first,0,3,1.5,1.0,1.7,0.8,1.1,1.2,1.6309012875536482,1.1502145922746778,1.530901287553648,1.250214592274678,0.4003871463864127,0.28240472707505604,0.31720812653853125,0.4675675675675675,0.5324324324324324
234,Example2,2000-11-19,Club15,Club8,1,1,D,,,,,2.19,2.96,3.54,1.58,2.28,2000/2001,first,1,1,0.9,1.5,1.9,0.7,1.1,1.6,1.6282051282051282,1.1538461538461535,1.1782051282051282,1.6038461538461535,0.42399669814756363,0.31370025977809607,0.2623030420743402,0.4093264248704664,0.5906735751295337
235,Example2,2000-11-19,Club2,Club6,0,0,D,8.0,3.0,3.0,1.0,2.25,2.36,4.08,1.97,1.75,2000/2001,first,1,1,0.9,1.6,0.9,1.5,1.4,1.6,1.625531914893617,1.153191489361702,1.600531914893617,1.1781914893617018,0.39922384198218813,0.3806159510423405,0.22016020697547142,0.5295698924731183,0.4704301075268817
236,Example2,2000-11-19,Club3,Club5,0,0,D,15.0,12.0,5.0,5.0,2.12,3.33,3.4,2.04,1.76,2000/2001,first,1,1,1.3636363636363635,1.2727272727272727,0.7272727272727273,1.5454545454545454,1.7272727272727273,1.0909090909090908,1.61864406779661,1.1483050847457625,1.8459167950693374,0.9210323574730352,0.44244536843092497,0.28167693125332166,0.27587770031575326,0.536842105263158,0.4631578947368421
237,Example2,2000-11-19,Club9,Club14,1,0,H,14.0,6.0,5.0,4.0,1.69,3.76,4.8,2.23,1.62,2000/2001,first,3,0,1.6,1.5,1.7,1.3,1.4,1.4,1.6118143459915613,1.1434599156118141,1.5368143459915613,1.218459915611814,0.5550771350540068,0.24948945697906158,0.19543340796693157,0.5792207792207792,0.42077922077922075
238,Example3,2000-11-19,Squad1,Squad4,5,1,H,12.0,19.0,6.0,10.0,2.42,3.2,2.96,1.89,1.89,2000/2001,first,3,0,2.0,1.4,1.0909090909090908,1.6,2.3636363636363638,1.6,1.6092436974789917,1.1386554621848737,1.886516424751719,0.8613827349121463,0.38852792544464143,0.29382424361751003,0.3176478309378487,0.5,0.5
239,Example3,2000-11-19,Squad11,Squad12,0,0,D,9.0,9.0,4.0,1.0,2.32,3.18,3.16,1.66,2.18,2000/2001,first,1,1,1.5,0.7,1.7,1.7,1.2,0.6,1.6234309623430963,1.1380753138075312,1.8234309623430962,0.9380753138075313,0.40588748505509425,0.2961191714867354,0.2979933434581704,0.43229166666666663,0.5677083333333334
240,Example3,2000-11-19,Squad13,Squad10,2,1,H,17.0,19.0,5.0,6.0,2.18,3.15,3.54,1.54,2.39,2000/2001,first,3,0,1.6,1.6,1.8,1.4,1.1,1.3,1.6166666666666667,1.133333333333333,1.5166666666666666,1.2333333333333332,0.43329758463116663,0.29986943952252165,0.26683297584631166,0.39185750636132316,0.6081424936386769
241,Example3,2000-11-19,Squad15,Squad8,2,1,H,11.0,9.0,3.0,3.0,3.53,3.61,2.01,1.95,1.85,2000/2001,first,3,0,1.0,1.6,1.5,1.5,0.8,1.6,1.6182572614107884,1.1327800829875516,1.4682572614107885,1.2827800829875518,0.26780514270318545,0.2618704026986828,0.47032445459813177,0.513157894736842,0.48684210526315796
242,Example3,2000-11-19,Squad2,Squad6,0,2,A,,,,,2.78,2.72,2.57,1.45,2.39,2000/2001,first,0,3,1.6,0.9,0.9,1.5,2.2,0.9,1.6198347107438016,1.1322314049586775,1.9448347107438015,0.8072314049586775,0.32218873003143356,0.32929583437036214,0.34851543559820436,0.37760416666666663,0.6223958333333334
243,Example3,2000-11-19,Squad3,Squad5,1,0,H,,,,,1.96,3.13,3.96,1.6,2.23,2000/2001,first,3,0,1.2727272727272727,1.2727272727272727,1.1818181818181819,1.9090909090909092,1.4545454545454546,1.0,1.6131687242798354,1.1358024691358022,1.7949869060980173,0.9539842873176203,0.4714429162609542,0.29521665043816936,0.23334043330087634,0.41775456919060056,0.5822454308093995
244,Example3,2000-11-19,Squad9,Squad14,3,0,H,,,,,1.37,4.74,7.78,2.3,1.57,2000/2001,first,3,0,1.4,2.2,0.9,1.3,1.5,1.5,1.610655737704918,1.1311475409836063,1.510655737704918,1.2311475409836063,0.6825369797296297,0.19727334646193936,0.12018967380843093,0.5943152454780362,0.40568475452196384
245,Example1,2000-11-19,Team1,Team4,0,2,A,,,,,2.01,3.44,3.43,1.87,1.86,2000/2001,first,0,3,1.6363636363636365,1.4,1.4545454545454546,1.3,1.7272727272727273,1.3,1.616326530612245,1.1265306122448977,1.6367810760667905,1.1060760667903522,0.46076406109052287,0.2692255124395206,0.2700104264699565,0.5013404825737265,0.49865951742627346
246,Example1,2000-11-19,Team11,Team12,1,0,H,13.0,15.0,4.0,2.0,6.83,4.08,1.51,1.84,1.94,2000/2001,first,3,0,1.6,1.2,0.7,1.4,2.2,1.3,1.6097560975609757,1.130081300813008,1.8847560975609756,0.8550813008130079,0.13894295283093336,0.23259322741060656,0.6284638197584602,0.48677248677248675,0.5132275132275131
247,Example1,2000-11-19,Team13,Team10,1,1,D,6.0,7.0,3.0,6.0,2.36,3.52,2.78,2.22,1.64,2000/2001,first,1,1,1.6,2.3,1.6,1.3,1.4,2.0,1.6072874493927125,1.1255060728744937,1.3572874493927125,1.3755060728744937,0.3969237758380115,0.2661193497095759,0.3369568744524126,0.5751295336787565,0.4248704663212435
248,Example1,2000-11-19,Team15,Team8,2,1,H,10.0,10.0,5.0,4.0,2.09,2.95,3.62,1.55,2.29,2000/2001,first,3,0,1.1,1.5,1.6,1.8,1.0,1.0,1.6048387096774193,1.1249999999999998,1.5548387096774192,1.1749999999999998,0.43747926080384103,0.3099429339254331,0.2525778052707259,0.40364583333333337,0.5963541666666666
249,Example1,2000-11-19,Team2,Team6,1,2,A,11.0,9.0,5.0,4.0,3.82,3.21,2.08,1.57,2.35,2000/2001,first,0,3,0.7,1.4,1.0,1.5,1.2,1.7,1.606425702811245,1.1244979919678713,1.556425702811245,1.1744979919678713,0.24835035670978928,0.2955446612558863,0.45610498203432454,0.4005102040816326,0.5994897959183673
250,Example1,2000-11-19,Team3,Team5,1,0,H,9.0,16.0,2.0,4.0,3.73,3.44,2.07,1.71,2.16,2000/2001,first,3,0,1.9090909090909092,1.9090909090909092,1.8181818181818181,1.2727272727272727,1.6363636363636365,1.3636363636363635,1.604,1.1279999999999997,1.4676363636363638,1.264363636363636,0.2573184789560981,0.2790110251471645,0.4636704958967372,0.441860465116279,0.5581395348837209
251,Example1,2000-11-19,Team9,Team14,2,3,A,25.0,12.0,10.0,5.0,2.81,3.26,2.55,1.84,1.96,2000/2001,first,0,3,1.0,0.8,1.5,1.5,1.2,1.2,1.6015936254980079,1.1235059760956172,1.651593625498008,1.0735059760956172,0.3373905702724531,0.29081825229005925,0.3717911774374876,0.4842105263157894,0.5157894736842105
252,Example2,2000-11-29,Club10,Club11,3,1,H,11.0,6.0,6.0,3.0,2.69,3.06,2.46,1.89,1.85,2000/2001,first,3,0,1.0909090909090908,2.0,0.8181818181818182,1.1818181818181819,1.3636363636363635,1.7272727272727273,1.6031746031746033,1.1309523809523807,1.4668109668109668,1.2673160173160172,0.3364080012870703,0.2957312168177187,0.367860781895211,0.5053475935828876,0.4946524064171124
253,Example2,2000-11-29,Club12,Club9,2,0,H,18.0,8.0,7.0,3.0,1.52,4.43,5.72,2.67,1.45,2000/2001,first,3,0,1.0,1.5454545454545454,2.1818181818181817,1.5454545454545454,0.5454545454545454,1.5454545454545454,1.608695652173913,1.1304347826086953,1.3132411067193677,1.4258893280632408,0.6215622209794053,0.21326739862047314,0.1651703804001217,0.6480582524271845,0.35194174757281554
254,Example2,2000-11-29,Club14,Club7,0,0,D,,,,,2.01,3.13,3.75,1.48,2.48,2000/2001,first,1,1,1.3636363636363635,1.2727272727272727,1.2727272727272727,0.8181818181818182,1.2727272727272727,1.6363636363636365,1.610236220472441,1.1259842519685037,1.5193271295633501,1.2168933428775945,0.4591004564602622,0.2948216988770373,0.2460778446627005,0.37373737373737376,0.6262626262626262
255,Example2,2000-11-29,Club3,Club1,3,1,H,,,,,2.12,3.27,3.22,2.1,1.68,2000/2001,first,3,0,1.2499999999999998,1.4166666666666667,0.6666666666666666,1.25,1.6666666666666667,1.5,1.603921568627451,1.1215686274509802,1.7080882352941176,1.0174019607843137,0.43351915745094327,0.2810582916807339,0.2854225508683229,0.5555555555555556,0.4444444444444444
256,Example2,2000-11-29,Club4,Club2,2,3,A,7.0,9.0,4.0,5.0,3.4,3.16,2.16,1.67,2.12,2000/2001,first,0,3,1.2727272727272727,0.8181818181818182,1.9090909090909092,0.8181818181818182,1.2727272727272727,1.3636363636363635,1.609375,1.1210937499999998,1.4502840909090908,1.280184659090909,0.27397084323421744,0.2947787553785884,0.43125040138719406,0.44063324538258575,0.5593667546174144
257,Example2,2000-11-29,Club6,Club15,1,3,A,,,,,2.9,2.8,2.48,1.58,2.25,2000/2001,first,0,3,1.4545454545454546,0.9090909090909091,1.3636363636363635,1.8181818181818181,1.5454545454545454,1.0909090909090908,1.6108949416342413,1.1284046692607002,1.8608949416342413,0.8784046692607002,0.31200575125808766,0.32314881380301935,0.3648454349388929,0.41253263707571797,0.5874673629242819
