,league,date,teamHome,teamAway,goalsHome,goalsAway,result,shotsHome,shotsAway,shotsTargetHome,shotsTargetAway,oddsHome,oddsDraw,oddsAway,oddsUnder25,oddsOver25,season,round,pointsHome,pointsAway,avgGoalsHome,avgGoalsAway,avgGoalsAgainstHome,avgGoalsAgainstAway,avgPointsHome,avgPointsAway,avgGoalsHomeAllTeams,avgGoalsAwayAllTeams,anticipatedGoalsHomeAverage,anticipatedGoalsAwayAverage,probHome,probDraw,probAway,probOver25,probUnder25,anticipatedGoalsHome,anticipatedGoalsAway
179,Example3,2000-10-20,Squad7,Squad1,0,2,A,,,,,2.86,3.27,2.35,1.8,1.98,2000/2001,first,0,3,1.25,1.625,1.375,1.25,1.25,2.125,1.6536312849162011,1.0893854748603353,1.5286312849162011,1.2143854748603353,0.32285354874731786,0.2798993359971976,0.3972471152550453,0.4747474747474748,0.5252525252525254,1.2000000000000002,1.35
180,Example3,2000-10-20,Squad8,Squad6,1,0,H,18.0,3.0,6.0,0.0,1.72,3.49,4.95,1.72,2.07,2000/2001,first,3,0,1.4285714285714286,1.1428571428571428,1.7142857142857142,1.2857142857142858,1.4285714285714286,1.2857142857142858,1.6444444444444444,1.0944444444444446,1.6087301587301588,1.1301587301587301,0.5542629637812311,0.26433706556810604,0.18139997065025312,0.4508482193012021,0.5491517806987979,1.625,0.8500000000000001
181,Example3,2000-10-20,Squad9,Squad5,0,0,D,11.0,5.0,2.0,0.0,2.05,3.24,3.78,1.6,2.3,2000/2001,first,1,1,1.75,1.375,1.0,1.75,1.75,1.25,1.6408839779005524,1.0883977900552488,1.9221339779005524,0.8071477900552488,0.46547461990719574,0.28896636680214066,0.24555901329021368,0.4048913043478261,0.5951086956521738,1.375,0.925
182,Example1,2000-10-20,Team10,Team4,2,2,D,27.0,11.0,5.0,4.0,2.0,3.19,3.86,1.69,2.1,2000/2001,first,1,1,2.4285714285714284,1.4285714285714286,1.4285714285714286,0.8571428571428571,1.8571428571428572,1.7142857142857142,1.6318681318681318,1.0824175824175826,1.7390109890109888,0.9752747252747255,0.4733046872183739,0.29004854940888414,0.2366467633723317,0.4422372499295576,0.5577627500704424,1.4500000000000002,0.975
183,Example1,2000-10-20,Team11,Team3,4,1,H,15.0,16.0,7.0,6.0,1.69,3.92,4.71,2.19,1.67,2000/2001,first,3,0,1.375,2.0,0.75,1.875,2.0,1.75,1.633879781420765,1.0874316939890711,1.758879781420765,0.9624316939890711,0.5685713315704385,0.23677212210633358,0.1946565463227969,0.5710906953216854,0.4289093046783146,1.9,1.05
184,Example1,2000-10-20,Team12,Team2,1,0,H,5.0,20.0,2.0,4.0,1.9,3.47,4.04,2.02,1.79,2000/2001,first,3,0,1.1428571428571428,0.7142857142857143,1.2857142857142858,0.8571428571428571,1.4285714285714286,1.5714285714285714,1.6467391304347827,1.0869565217391306,1.6467391304347827,1.0869565217391306,0.5030372521224146,0.2684858933216729,0.22847685455634104,0.5318048564632999,0.4681951435367,1.7000000000000002,1.1
185,Example1,2000-10-20,Team14,Team15,2,1,H,5.0,4.0,3.0,3.0,1.9,3.2,4.32,1.55,2.37,2000/2001,first,3,0,0.8571428571428571,1.0,1.7142857142857142,1.4285714285714286,1.2857142857142858,1.0,1.6432432432432433,1.0810810810810811,1.5361003861003861,1.1882239382239383,0.499983605373807,0.2897799606201424,0.2102364340056147,0.3883898189737307,0.6116101810262692,1.4,0.8250000000000001
186,Example1,2000-10-20,Team7,Team1,1,2,A,5.0,11.0,2.0,5.0,1.78,3.55,5.11,1.7,2.14,2000/2001,first,0,3,1.0,1.5,1.375,1.25,1.125,1.625,1.6451612903225807,1.0806451612903225,1.4889112903225807,1.2368951612903225,0.5466612627925554,0.2692303886786284,0.18410834852836117,0.4395272127542606,0.5604727872457395,1.6,0.8250000000000001
187,Example1,2000-10-20,Team8,Team6,4,1,H,17.0,7.0,8.0,4.0,1.75,3.3,4.38,1.81,1.92,2000/2001,first,3,0,0.8571428571428571,1.5714285714285714,2.0,1.0,0.42857142857142855,2.0,1.641711229946524,1.085561497326203,1.2131398013750954,1.5141329258976317,0.5321510472447,0.27025647732183095,0.1975924754330678,0.48417357274401474,0.5158264272559853,1.65,0.95
188,Example1,2000-10-20,Team9,Team5,3,2,H,,,,,2.12,2.93,3.57,1.53,2.33,2000/2001,first,3,0,0.875,1.625,1.25,1.125,1.125,1.375,1.6542553191489362,1.0851063829787233,1.4355053191489362,1.3038563829787233,0.4382430828772113,0.31074935829432565,0.2510075588289022,0.3877948890571965,0.6122051109428035,1.3,0.925
189,Example2,2000-10-30,Club1,Club6,2,1,H,,,,,2.4,3.06,2.93,1.63,2.17,2000/2001,first,3,0,1.3333333333333333,1.75,1.1111111111111112,1.125,1.5555555555555556,2.0,1.6613756613756614,1.0899470899470898,1.560681216931217,1.1906415343915342,0.38727673811474433,0.29926459499657243,0.3134586668882692,0.42366628028611014,0.5763337197138899,1.25,1.1
190,Example2,2000-10-30,Club13,Club14,0,1,A,,,,,2.47,3.04,2.98,1.55,2.34,2000/2001,first,0,3,1.625,1.5,1.75,1.625,1.25,1.0,1.6631578947368422,1.0894736842105261,1.6631578947368422,1.0894736842105261,0.3809114653964764,0.3062897989402632,0.3127987356628169,0.3910945685139233,0.6089054314860766,1.175,1.05
191,Example2,2000-10-30,Club15,Club12,2,1,H,17.0,13.0,3.0,5.0,1.41,4.5,7.38,2.11,1.7,2000/2001,first,3,0,0.75,0.5,2.125,1.875,0.875,0.625,1.6544502617801047,1.089005235602094,1.6544502617801047,1.089005235602094,0.6811712276283235,0.20190259827016976,0.1169261741019115,0.5571508224142737,0.4428491775857262,2.125,0.775
192,Example2,2000-10-30,Club2,Club10,1,1,D,8.0,9.0,4.0,3.0,6.11,3.83,1.53,1.97,1.79,2000/2001,first,1,1,1.0,1.0,0.75,0.75,1.625,1.25,1.65625,1.0885416666666665,1.65625,1.0885416666666665,0.14141777521712562,0.23667405960406002,0.6219081651784483,0.5255225023395628,0.47447749766043734,0.8500000000000001,1.925
193,Example2,2000-10-30,Club3,Club9,2,2,D,14.0,12.0,6.0,7.0,2.56,3.58,2.65,2.12,1.73,2000/2001,first,1,1,1.3333333333333333,1.5555555555555556,0.5555555555555556,1.6666666666666667,1.8888888888888888,1.4444444444444444,1.6528497409326426,1.088082901554404,1.875071963154865,0.8658606793321818,0.3743666958551003,0.264379519604632,0.36125378453980705,0.5531682844366888,0.4468317155633111,1.4500000000000002,1.425
194,Example2,2000-10-30,Club4,Club8,0,0,D,8.0,10.0,0.0,2.0,2.67,3.11,2.82,1.64,2.25,2000/2001,first,1,1,1.0,1.625,2.375,0.875,0.875,1.5,1.6546391752577319,1.092783505154639,1.1233891752577319,1.624033505154639,0.35733283295854446,0.3050080490039797,0.33765911803702464,0.41734417344173447,0.5826558265582656,1.175,1.15
195,Example2,2000-10-30,Club5,Club7,0,1,A,,,,,3.0,3.25,2.27,1.72,2.06,2000/2001,first,0,3,1.3333333333333333,1.3333333333333333,1.5555555555555556,0.8888888888888888,1.2222222222222223,1.5555555555555556,1.646153846153846,1.087179487179487,1.4794871794871793,1.2538461538461538,0.30667994595034326,0.2815628384875719,0.41175721556252387,0.45202077218333714,0.547979227816663,1.125,1.35
196,Example3,2000-10-30,Squad1,Squad6,3,1,H,,,,,2.07,3.15,3.51,1.57,2.29,2000/2001,first,3,0,1.6666666666666667,1.0,1.1111111111111112,1.25,2.2222222222222223,1.125,1.6377551020408163,1.0867346938775508,1.8391439909297052,0.885345804988662,0.4520987981671833,0.28987677772218545,0.2580244241101913,0.399869273774094,0.600130726225906,1.3250000000000002,0.95
197,Example3,2000-10-30,Squad13,Squad14,2,1,H,12.0,5.0,6.0,1.0,1.57,3.39,6.68,1.42,2.71,2000/2001,first,3,0,1.25,2.625,2.0,1.25,0.625,1.875,1.6446700507614214,1.0862944162436547,1.1134200507614214,1.6175444162436547,0.6042569577807138,0.268828425040372,0.1269146171793254,0.33238916896211207,0.6676108310378879,1.475,0.55
198,Example3,2000-10-30,Squad15,Squad12,0,0,D,13.0,6.0,5.0,2.0,2.06,3.19,3.69,1.63,2.23,2000/2001,first,1,1,1.125,0.75,1.75,1.625,0.75,0.625,1.6464646464646464,1.0858585858585856,1.7089646464646464,1.0233585858585856,0.45993830424380744,0.2908914223318355,0.2491702734239272,0.4174667803791026,0.5825332196208974,1.375,0.95
199,Example3,2000-10-30,Squad2,Squad10,2,0,H,11.0,3.0,3.0,0.0,1.51,3.49,6.37,1.48,2.43,2000/2001,first,3,0,1.5,1.875,1.0,1.375,2.0,1.5,1.6381909547738693,1.080402010050251,1.6381909547738693,1.080402010050251,0.619545618968311,0.2529710242117123,0.12748335682033088,0.3679234790345901,0.63207652096541,1.5750000000000002,0.5750000000000001
200,Example3,2000-10-30,Squad3,Squad9,1,0,H,21.0,8.0,11.0,3.0,1.39,4.44,8.47,2.03,1.76,2000/2001,first,3,0,1.4444444444444444,1.5555555555555556,1.3333333333333333,0.8888888888888888,1.4444444444444444,1.6666666666666667,1.64,1.0749999999999997,1.501111111111111,1.2138888888888886,0.6929511465232878,0.2060773455188169,0.10097150795753665,0.5377854903716973,0.46221450962830274,2.1,0.7250000000000001
201,Example3,2000-10-30,Squad4,Squad8,1,4,A,7.0,16.0,4.0,5.0,2.34,3.27,3.11,1.79,2.03,2000/2001,first,0,3,1.375,1.375,1.5,1.5,1.625,1.625,1.63681592039801,1.069651741293532,1.63681592039801,1.069651741293532,0.40809855284375407,0.288191918123889,0.30370952903280496,0.46697580978066444,0.5330241902193357,1.375,1.15
202,Example3,2000-10-30,Squad5,Squad7,2,3,A,,,,,2.8,3.18,2.48,1.74,2.04,2000/2001,first,0,3,1.2222222222222223,1.1111111111111112,1.5555555555555556,1.4444444444444444,1.2222222222222223,1.1111111111111112,1.6336633663366336,1.0841584158415838,1.6336633663366336,1.0841584158415838,0.33221348474906354,0.290328589389464,0.37745792586190186,0.4577417173766058,0.5422582826233943,1.2000000000000002,1.3
203,Example1,2000-10-30,Team1,Team6,3,0,H,16.0,16.0,6.0,3.0,2.72,3.06,2.64,1.56,2.32,2000/2001,first,3,0,1.5555555555555556,1.5,1.2222222222222223,1.375,1.7777777777777777,1.75,1.6354679802955665,1.0935960591133,1.6875513136288998,1.0415127257799668,0.3430565688048094,0.302945022259629,0.353998408935138,0.3950044208664898,0.6049955791335101,1.125,1.125
204,Example1,2000-10-30,Team13,Team14,1,0,H,,,,,2.29,3.17,3.04,1.73,2.07,2000/2001,first,3,0,1.5,1.0,1.75,1.625,1.0,1.5,1.642156862745098,1.0882352941176467,1.735906862745098,0.9944852941176467,0.4081475590647731,0.2893180985499425,0.30253434238572346,0.45252855267934433,0.5474714473206557,1.35,1.125
205,Example1,2000-10-30,Team15,Team12,2,1,H,12.0,8.0,4.0,3.0,1.75,3.21,4.66,1.88,1.83,2000/2001,first,3,0,1.0,1.125,1.5,1.125,0.875,1.625,1.6390243902439023,1.0829268292682923,1.5140243902439023,1.2079268292682923,0.5340877328281736,0.2801562932076528,0.18575597396378932,0.5072665969073363,0.49273340309266367,1.7000000000000002,0.975
206,Example1,2000-10-30,Team2,Team10,0,1,A,16.0,7.0,3.0,2.0,1.41,4.43,7.27,1.97,1.82,2000/2001,first,0,3,0.625,2.375,0.875,1.5,1.375,1.75,1.6407766990291262,1.0825242718446597,1.3595266990291262,1.3637742718446597,0.6788882655925759,0.20367820253946348,0.11743353186831774,0.5209181681262899,0.47908183187371,2.025,0.7250000000000001
207,Example1,2000-10-30,Team3,Team9,3,0,H,,,,,1.19,6.59,13.62,2.51,1.49,2000/2001,first,3,0,1.8888888888888888,1.1111111111111112,2.111111111111111,1.3333333333333333,1.5555555555555556,1.3333333333333333,1.6328502415458936,1.082125603864734,1.6328502415458936,1.082125603864734,0.8108019110629052,0.13265040250456256,0.056547686432808386,0.6363672825476618,0.3636327174523384,2.6750000000000003,0.6000000000000001
208,Example1,2000-10-30,Team4,Team8,1,3,A,7.0,14.0,1.0,10.0,1.86,3.34,4.09,1.66,2.11,2000/2001,first,0,3,1.5,1.25,1.0,1.875,1.625,0.75,1.6394230769230769,1.0769230769230766,1.9206730769230769,0.7956730769230766,0.506964435573945,0.2733854570532273,0.21965010737239116,0.43576200536744136,0.5642379946325589,1.5,0.9
209,Example1,2000-10-30,Team5,Team7,1,1,D,12.0,15.0,5.0,6.0,1.62,3.81,5.82,1.8,2.0,2000/2001,first,1,1,1.6666666666666667,1.0,1.3333333333333333,1.4444444444444444,1.2222222222222223,1.0,1.6363636363636365,1.0861244019138754,1.8308080808080809,0.891679957469431,0.5967308583038823,0.24632837496170193,0.15694076673396642,0.4722222222222222,0.5277777777777778,1.75,0.8
210,Example2,2000-11-09,Club10,Club15,1,1,D,,,,,2.5,2.78,2.79,1.51,2.28,2000/2001,first,1,1,1.0,0.8888888888888888,0.7777777777777778,2.0,1.2222222222222223,1.1111111111111112,1.6333333333333333,1.0857142857142854,1.9666666666666668,0.752380952380952,0.359842139371522,0.32070490635983745,0.3194529542682105,0.38817241779946554,0.6118275822005345,1.15,1.075
211,Example2,2000-11-09,Club12,Club13,2,2,D,9.0,14.0,4.0,7.0,2.83,3.24,2.52,1.87,1.94,2000/2001,first,1,1,0.5555555555555556,1.4444444444444444,1.8888888888888888,1.6666666666666667,0.5555555555555556,1.1111111111111112,1.6303317535545023,1.0853080568720377,1.3525539757767246,1.3630858346498154,0.3337393003668302,0.28967815020993765,0.3765825494227827,0.49035227961850175,0.5096477203814984,1.275,1.35
212,Example2,2000-11-09,Club14,Club11,2,0,H,22.0,10.0,11.0,7.0,2.15,3.18,3.22,1.84,1.88,2000/2001,first,3,0,1.4444444444444444,1.8888888888888888,1.4444444444444444,0.7777777777777778,1.2222222222222223,1.7777777777777777,1.6320754716981132,1.0896226415094337,1.3542976939203353,1.3674004192872116,0.43285086957104474,0.2854833159503762,0.28166581447817723,0.49421831637372804,0.505781683626272,1.475,1.15
213,Example2,2000-11-09,Club5,Club1,2,2,D,14.0,7.0,6.0,4.0,1.82,3.03,4.45,1.66,2.06,2000/2001,first,1,1,1.2,1.4,1.5,1.1,1.1,1.7,1.6338028169014085,1.0845070422535208,1.4838028169014086,1.2345070422535207,0.5101681959825701,0.296120910226494,0.19371089379132134,0.4415136273248333,0.5584863726751667,1.525,0.9
214,Example2,2000-11-09,Club6,Club4,1,4,A,,,,,1.58,3.79,4.65,1.84,1.86,2000/2001,first,0,3,1.6666666666666667,0.8888888888888888,1.2222222222222223,2.111111111111111,1.7777777777777777,0.8888888888888888,1.6355140186915889,1.0887850467289715,2.0521806853582554,0.6721183800623047,0.5886702454346605,0.22929422261004093,0.18203553195497058,0.4970780738662927,0.5029219261337075,1.775,0.875
215,Example2,2000-11-09,Club7,Club3,1,1,D,24.0,9.0,3.0,4.0,5.28,3.97,1.61,2.33,1.56,2000/2001,first,1,1,1.3,1.4,0.8,0.7,1.7,1.8,1.6325581395348838,1.1023255813953483,1.5825581395348838,1.1523255813953484,0.17114669256200463,0.23258248982296603,0.5962708176145833,0.6059205458347088,0.3940794541652911,1.05,2.0500000000000003
216,Example2,2000-11-09,Club8,Club2,2,0,H,6.0,7.0,3.0,2.0,2.23,3.1,3.47,1.51,2.5,2000/2001,first,3,0,1.4444444444444444,1.0,0.7777777777777778,0.7777777777777778,1.4444444444444444,1.5555555555555556,1.6296296296296295,1.1018518518518514,1.7407407407407407,0.9907407407407403,0.42731672396993436,0.3032836762718061,0.26939959975781097,0.3688741721854304,0.6311258278145695,1.225,0.925
217,Example3,2000-11-09,Squad10,Squad15,1,1,D,14.0,8.0,2.0,2.0,1.99,3.13,4.0,1.5,2.47,2000/2001,first,1,1,1.6666666666666667,1.0,1.4444444444444444,1.5555555555555556,1.3333333333333333,0.7777777777777778,1.631336405529954,1.0967741935483868,1.8257808499743984,0.9023297491039424,0.47596877253411807,0.2961187144593907,0.2279125130069144,0.36909581646423756,0.6309041835357626,1.3250000000000002,0.8250000000000001
218,Example3,2000-11-09,Squad12,Squad13,1,4,A,10.0,13.0,3.0,5.0,2.53,2.91,3.0,1.58,2.33,2000/2001,first,0,3,0.6666666666666666,1.3333333333333333,1.4444444444444444,1.8888888888888888,0.6666666666666666,0.8888888888888888,1.628440366972477,1.0963302752293576,1.5728848114169214,1.1518858307849131,0.37051042508029897,0.3198071868040525,0.30968238811519916,0.3981365784755799,0.6018634215244199,1.175,1.075
219,Example3,2000-11-09,Squad14,Squad11,0,1,A,,,,,2.92,2.99,2.44,1.5,2.42,2000/2001,first,0,3,2.4444444444444446,1.5555555555555556,1.3333333333333333,1.8888888888888888,1.6666666666666667,1.0,1.6255707762557077,1.1095890410958902,1.9866818873668188,0.748477929984779,0.3139652290069934,0.30612008485630154,0.3799146861362579,0.37327823691460055,0.6267217630853995,1.025,1.15
220,Example3,2000-11-09,Squad5,Squad1,1,4,A,,,,,1.68,3.48,4.74,1.95,1.78,2000/2001,first,0,3,1.3,1.8,1.7,1.1,1.1,2.3,1.6181818181818182,1.109090909090909,1.3431818181818183,1.3840909090909088,0.5588640023520063,0.25778982166460884,0.18334617598296898,0.5244886199942381,0.4755113800057621,1.8,0.975
221,Example3,2000-11-09,Squad6,Squad4,0,2,A,,,,,3.25,3.37,2.07,2.21,1.6,2000/2001,first,0,3,1.0,1.3333333333333333,1.4444444444444444,1.7777777777777777,1.0,1.4444444444444444,1.6153846153846154,1.1221719457013573,1.6153846153846154,1.1221719457013573,0.2796730168365556,0.26896044604862873,0.45136653711522867,0.5862556561085973,0.4137443438914028,1.3250000000000002,1.7000000000000002
222,Example3,2000-11-09,Squad7,Squad3,1,0,H,7.0,9.0,2.0,2.0,1.59,3.89,5.9,1.95,1.85,2000/2001,first,3,0,1.3,1.4,1.5,1.2,1.3,1.6,1.6081081081081081,1.126126126126126,1.5081081081081082,1.2261261261261258,0.6066834404160825,0.23978568148421825,0.15353087810014512,0.5138600138600138,0.48613998613998616,1.875,0.8500000000000001
223,Example3,2000-11-09,Squad8,Squad2,1,2,A,,,,,2.91,3.1,2.45,1.61,2.26,2000/2001,first,0,3,1.6666666666666667,1.5555555555555556,1.4444444444444444,0.8888888888888888,1.7777777777777777,2.111111111111111,1.6053811659192825,1.1210762331838564,1.4942700548081713,1.2321873442949676,0.3191071431514155,0.298434434407966,0.38245842244016665,0.41067993184191726,0.5893200681580827,1.1,1.225
224,Example1,2000-11-09,Team10,Team15,3,1,H,18.0,11.0,6.0,3.0,1.55,3.76,5.99,2.09,1.68,2000/2001,first,3,0,2.2222222222222223,1.1111111111111112,1.3333333333333333,1.4444444444444444,1.8888888888888888,1.1111111111111112,1.6026785714285714,1.1249999999999998,1.908234126984127,0.8194444444444442,0.6137479794295815,0.241541102328762,0.14471091824205826,0.558384597858282,0.441615402141718,1.975,0.925
225,Example1,2000-11-09,Team12,Team13,2,3,A,19.0,6.0,6.0,6.0,3.33,3.27,2.17,1.85,1.95,2000/2001,first,0,3,1.1111111111111112,1.4444444444444444,1.2222222222222223,1.5555555555555556,1.4444444444444444,1.2222222222222223,1.6088888888888888,1.1244444444444441,1.6088888888888888,1.1244444444444441,0.2788919241888219,0.2843089528244594,0.43679912298716034,0.48613998613998616,0.5138600138600138,1.125,1.475
226,Example1,2000-11-09,Team14,Team11,0,1,A,12.0,14.0,2.0,4.0,2.22,3.19,3.25,1.76,2.04,2000/2001,first,0,3,0.8888888888888888,1.6666666666666667,1.5555555555555556,0.7777777777777778,1.3333333333333333,2.111111111111111,1.6106194690265487,1.1327433628318582,1.2217305801376597,1.5216322517207472,0.4249492254218552,0.2903669217450119,0.284683852833575,0.4610071301247772,0.5389928698752229,1.4,1.1
227,Example1,2000-11-09,Team5,Team1,5,1,H,24.0,8.0,11.0,3.0,1.44,4.69,6.36,2.52,1.51,2000/2001,first,3,0,1.6,1.7,1.3,1.1,1.2,1.9,1.60352422907489,1.1321585903083697,1.52852422907489,1.2071585903083697,0.6674784487270692,0.1937246797557172,0.13879687151764208,0.6327131294018713,0.36728687059812887,2.275,0.975
228,Example1,2000-11-09,Team6,Team4,2,1,H,10.0,12.0,3.0,7.0,2.72,3.37,2.52,2.07,1.76,2000/2001,first,3,0,1.3333333333333333,1.4444444444444444,1.5555555555555556,1.2222222222222223,1.5555555555555556,1.4444444444444444,1.618421052631579,1.1315789473684208,1.5073099415204678,1.242690058479532,0.3470298196193325,0.2771973841484231,0.37577279623180915,0.5425450153711024,0.45745498462889767,1.375,1.4500000000000002
229,Example1,2000-11-09,Team7,Team3,1,1,D,,,,,2.3,3.18,2.97,1.75,2.04,2000/2001,first,1,1,1.0,2.0,1.4,1.9,1.0,1.7,1.6200873362445414,1.131004366812227,1.4950873362445414,1.256004366812227,0.40461307410280933,0.2868148128125648,0.3085721130850313,0.4593837535014005,0.5406162464985995,1.35,1.15
230,Example1,2000-11-09,Team8,Team2,2,2,D,14.0,12.0,7.0,9.0,4.37,3.42,1.84,1.77,2.0,2000/2001,first,1,1,1.4444444444444444,0.5555555555555556,1.7777777777777777,0.8888888888888888,1.0,1.2222222222222223,1.617391304347826,1.1304347826086953,1.617391304347826,1.1304347826086953,0.20928353453302326,0.27177753820509243,0.5189389272623386,0.4675141242937852,0.5324858757062148,0.95,1.6
231,Example2,2000-11-19,Club1,Club4,1,2,A,11.0,9.0,6.0,4.0,2.17,3.33,3.38,1.77,2.05,2000/2001,first,0,3,1.4545454545454546,1.2,1.1818181818181819,2.0,1.6363636363636365,1.1,1.619047619047619,1.134199134199134,1.8872294372294371,0.8660173160173158,0.4403205998631137,0.2820289216989919,0.2776504784383417,0.46141656331817554,0.5385834366818244,1.425,1.075
232,Example2,2000-11-19,Club11,Club12,5,4,H,,,,,1.84,3.32,3.71,2.02,1.65,2000/2001,first,3,0,1.7,0.7,0.9,1.9,1.6,0.6,1.6163793103448276,1.1379310344827585,2.1163793103448274,0.6379310344827585,0.5007141748092183,0.2649995885845053,0.23428623660666056,0.5555055505550555,0.4444944494449445,1.725,1.15
233,Example2,2000-11-19,Club13,Club10,1,2,A,11.0,13.0,7.0,6.0,2.25,3.19,2.84,1.73,1.97,2000/2001,first,0,3,1.5,1.0,1.7,0.8,1.1,1.2,1.6309012875536482,1.1502145922746778,1.530901287553648,1.250214592274678,0.40578958400482484,0.2783198482875945,0.31589056770717433,0.4647897655585223,0.5352102344414775,1.35,1.175
234,Example2,2000-11-19,Club15,Club8,1,1,D,,,,,2.19,2.96,3.54,1.58,2.28,2000/2001,first,1,1,0.9,1.5,1.9,0.7,1.1,1.6,1.6282051282051282,1.1538461538461535,1.1782051282051282,1.6038461538461535,0.429143279030676,0.312567535577567,0.2582891853913489,0.40284254941150355,0.5971574505884966,1.3,0.975
235,Example2,2000-11-19,Club2,Club6,0,0,D,8.0,3.0,3.0,1.0,2.25,2.36,4.08,1.97,1.75,2000/2001,first,1,1,0.9,1.6,0.9,1.5,1.4,1.6,1.625531914893617,1.153191489361702,1.600531914893617,1.1781914893617018,0.40462329370261785,0.38445708897378866,0.21091961732395068,0.531907179115301,0.4680928208846991,1.55,1.175
236,Example2,2000-11-19,Club3,Club5,0,0,D,15.0,12.0,5.0,5.0,2.12,3.33,3.4,2.04,1.76,2000/2001,first,1,1,1.3636363636363635,1.2727272727272727,0.7272727272727273,1.5454545454545454,1.7272727272727273,1.0909090909090908,1.61864406779661,1.1483050847457625,1.8459167950693374,0.9210323574730352,0.44778459716529495,0.27914728539899186,0.2730681174361442,0.5389928698752229,0.4610071301247772,1.6,1.225
237,Example2,2000-11-19,Club9,Club14,1,0,H,14.0,6.0,5.0,4.0,1.69,3.76,4.8,2.23,1.62,2000/2001,first,3,0,1.6,1.5,1.7,1.3,1.4,1.4,1.6118143459915613,1.1434599156118141,1.5368143459915613,1.218459915611814,0.5659267062237672,0.24534082030518187,0.18873247347146457,0.5844267286718706,0.4155732713281293,1.95,1.075
238,Example3,2000-11-19,Squad1,Squad4,5,1,H,12.0,19.0,6.0,10.0,2.42,3.2,2.96,1.89,1.89,2000/2001,first,3,0,2.0,1.4,1.0909090909090908,1.6,2.3636363636363638,1.6,1.6092436974789917,1.1386554621848737,1.886516424751719,0.8613827349121463,0.39112204983480237,0.2919707459442595,0.3169072042213753,0.5,0.5,1.4,1.25
239,Example3,2000-11-19,Squad11,Squad12,0,0,D,9.0,9.0,4.0,1.0,2.32,3.18,3.16,1.66,2.18,2000/2001,first,1,1,1.5,0.7,1.7,1.7,1.2,0.6,1.6234309623430963,1.1380753138075312,1.8234309623430962,0.9380753138075313,0.40921448365072327,0.29441304860023015,0.29637246774860077,0.4281529788880291,0.5718470211119708,1.3,1.075
240,Example3,2000-11-19,Squad13,Squad10,2,1,H,17.0,19.0,5.0,6.0,2.18,3.15,3.54,1.54,2.39,2000/2001,first,3,0,1.6,1.6,1.8,1.4,1.1,1.3,1.6166666666666667,1.133333333333333,1.5166666666666666,1.2333333333333332,0.4376425859414273,0.2984072008091852,0.2639502132498486,0.38452969624517735,0.6154703037548227,1.275,0.925
241,Example3,2000-11-19,Squad15,Squad8,2,1,H,11.0,9.0,3.0,3.0,3.53,3.61,2.01,1.95,1.85,2000/2001,first,3,0,1.0,1.6,1.5,1.5,0.8,1.6,1.6182572614107884,1.1327800829875516,1.4682572614107885,1.2827800829875518,0.26499364474408127,0.25880838126832184,0.476197973988039,0.5138600138600138,0.48613998613998616,1.125,1.6
242,Example3,2000-11-19,Squad2,Squad6,0,2,A,,,,,2.78,2.72,2.57,1.45,2.39,2000/2001,first,0,3,1.6,0.9,0.9,1.5,2.2,0.9,1.6198347107438016,1.1322314049586775,1.9448347107438015,0.8072314049586775,0.32124286611574504,0.32895190086456194,0.34980523302007493,0.3643774347136055,0.6356225652863945,1.025,1.1
243,Example3,2000-11-19,Squad3,Squad5,1,0,H,,,,,1.96,3.13,3.96,1.6,2.23,2000/2001,first,3,0,1.2727272727272727,1.2727272727272727,1.1818181818181819,1.9090909090909092,1.4545454545454546,1.0,1.6131687242798354,1.1358024691358022,1.7949869060980173,0.9539842873176203,0.47982049072372657,0.29286271734205566,0.22731679193381085,0.41171524663677134,0.5882847533632287,1.4,0.9
244,Example3,2000-11-19,Squad9,Squad14,3,0,H,,,,,1.37,4.74,7.78,2.3,1.57,2000/2001,first,3,0,1.4,2.2,0.9,1.3,1.5,1.5,1.610655737704918,1.1311475409836063,1.510655737704918,1.2311475409836063,0.700512368227251,0.1900704743555958,0.10941715741752643,0.6010800332317917,0.3989199667682083,2.275,0.8250000000000001
245,Example1,2000-11-19,Team1,Team4,0,2,A,,,,,2.01,3.44,3.43,1.87,1.86,2000/2001,first,0,3,1.6363636363636365,1.4,1.4545454545454546,1.3,1.7272727272727273,1.3,1.616326530612245,1.1265306122448977,1.6367810760667905,1.1060760667903522,0.46826934241702456,0.26545021281007986,0.26628044477333757,0.5014375251566903,0.49856247484330973,1.55,1.125
246,Example1,2000-11-19,Team11,Team12,1,0,H,13.0,15.0,4.0,2.0,6.83,4.08,1.51,1.84,1.94,2000/2001,first,3,0,1.6,1.2,0.7,1.4,2.2,1.3,1.6097560975609757,1.130081300813008,1.8847560975609756,0.8550813008130079,0.13127467939401607,0.22847541448595338,0.6402499061204464,0.4859928283281039,0.5140071716718959,0.75,1.875
247,Example1,2000-11-19,Team13,Team10,1,1,D,6.0,7.0,3.0,6.0,2.36,3.52,2.78,2.22,1.64,2000/2001,first,1,1,1.6,2.3,1.6,1.3,1.4,2.0,1.6072874493927125,1.1255060728744937,1.3572874493927125,1.3755060728744937,0.4000936287829181,0.26278073412630193,0.3371256370903639,0.5796528235552626,0.4203471764447374,1.5750000000000002,1.425
