,league,date,teamHome,teamAway,goalsHome,goalsAway,result,shotsHome,shotsAway,shotsTargetHome,shotsTargetAway,oddsHome,oddsDraw,oddsAway,oddsUnder25,oddsOver25,season,round,pointsHome,pointsAway,avgGoalsHome,avgGoalsAway,avgGoalsAgainstHome,avgGoalsAgainstAway,avgPointsHome,avgPointsAway,avgGoalsHomeAllTeams,avgGoalsAwayAllTeams,anticipatedGoalsHomeAverage,anticipatedGoalsAwayAverage
103,Example1,2000-09-10,Team2,Team5,0,1,A,13.0,13.0,4.0,6.0,4.98,3.7,1.69,1.87,1.91,2000/2001,first,0,3,1.0,2.25,0.5,1.25,2.0,1.5,1.5436893203883497,1.174757281553398,1.4186893203883497,1.299757281553398
104,Example1,2000-09-10,Team4,Team3,4,0,H,,,,,1.99,3.22,3.79,1.8,1.94,2000/2001,first,3,0,0.5,2.0,1.0,1.75,1.5,1.75,1.5288461538461542,1.173076923076923,1.3413461538461542,1.360576923076923
105,Example2,2000-09-20,Club1,Club10,0,0,D,15.0,5.0,4.0,2.0,1.81,3.28,4.69,1.66,2.13,2000/2001,first,1,1,1.6,1.25,1.6,0.0,1.4,2.0,1.5523809523809526,1.1619047619047618,1.2398809523809526,1.4744047619047618
106,Example2,2000-09-20,Club3,Club2,2,0,H,17.0,14.0,13.0,8.0,1.42,4.01,7.76,2.19,1.6,2000/2001,first,3,0,1.6,1.0,0.4,0.6,2.0,1.8,1.537735849056604,1.150943396226415,1.737735849056604,0.950943396226415
107,Example2,2000-09-20,Club5,Club15,2,1,H,13.0,11.0,3.0,8.0,2.57,3.17,2.63,1.89,1.85,2000/2001,first,3,0,1.0,0.6,1.6,2.2,1.0,0.8,1.5420560747663554,1.1401869158878504,1.7920560747663554,0.8901869158878504
108,Example2,2000-09-20,Club6,Club14,2,1,H,21.0,17.0,,,2.4,3.22,2.68,2.38,1.51,2000/2001,first,3,0,1.75,1.25,1.0,1.75,1.75,1.0,1.5462962962962965,1.1388888888888888,1.8587962962962965,0.8263888888888888
109,Example2,2000-09-20,Club7,Club13,3,0,H,7.0,11.0,3.0,3.0,1.36,4.94,7.76,2.43,1.53,2000/2001,first,3,0,1.2,1.8,0.8,1.6,1.6,1.4,1.5504587155963305,1.1376146788990826,1.6004587155963306,1.0876146788990826
110,Example2,2000-09-20,Club8,Club12,2,0,H,,,,,1.33,4.72,9.21,1.98,1.79,2000/2001,first,3,0,1.5,0.75,1.0,2.75,0.75,0.75,1.563636363636364,1.1272727272727272,2.188636363636364,0.5022727272727272
111,Example2,2000-09-20,Club9,Club11,1,1,D,,,,,2.84,2.82,2.58,1.57,2.27,2000/2001,first,1,1,1.6,3.0,1.8,0.6,1.2,2.2,1.5675675675675678,1.117117117117117,0.9175675675675679,1.767117117117117
112,Example3,2000-09-20,Squad1,Squad10,2,0,H,12.0,12.0,3.0,4.0,1.83,3.42,4.41,1.72,2.08,2000/2001,first,3,0,1.4,1.75,2.0,1.25,1.6,1.5,1.5625000000000002,1.1160714285714284,1.2875,1.3910714285714283
113,Example3,2000-09-20,Squad3,Squad2,3,1,H,,,,,2.38,3.29,2.79,1.96,1.81,2000/2001,first,3,0,1.4,1.6,1.0,0.4,1.8,2.6,1.5663716814159294,1.1061946902654864,1.3663716814159295,1.3061946902654866
114,Example3,2000-09-20,Squad5,Squad15,1,0,H,19.0,14.0,8.0,4.0,1.69,3.55,4.98,1.77,2.01,2000/2001,first,3,0,1.2,0.8,2.2,1.4,0.6,0.6,1.5789473684210529,1.1052631578947365,1.4789473684210528,1.2052631578947366
115,Example3,2000-09-20,Squad6,Squad14,1,1,D,11.0,11.0,3.0,6.0,2.64,3.47,2.63,2.11,1.71,2000/2001,first,1,1,1.0,3.25,1.5,0.75,1.0,2.5,1.573913043478261,1.0956521739130431,0.8239130434782611,1.8456521739130431
116,Example3,2000-09-20,Squad7,Squad13,2,1,H,16.0,7.0,8.0,3.0,1.26,5.12,11.97,2.13,1.66,2000/2001,first,3,0,1.0,1.4,1.2,2.4,1.2,0.6,1.5689655172413794,1.0948275862068961,1.7689655172413794,0.8948275862068962
117,Example3,2000-09-20,Squad8,Squad12,2,0,H,,,,,3.54,3.34,2.01,1.95,1.82,2000/2001,first,3,0,1.75,1.0,1.75,2.0,1.75,0.25,1.5726495726495728,1.0940170940170937,1.8226495726495728,0.8440170940170937
118,Example3,2000-09-20,Squad9,Squad11,1,0,H,,,,,2.15,3.0,3.39,1.6,2.22,2000/2001,first,3,0,2.4,1.4,1.0,2.2,2.0,0.6,1.5762711864406782,1.084745762711864,2.126271186440678,0.5347457627118639
119,Example1,2000-09-20,Team1,Team10,1,3,A,,,,,2.42,2.81,2.96,1.59,2.2,2000/2001,first,0,3,1.8,2.25,1.2,1.0,1.8,1.75,1.5714285714285716,1.0756302521008398,1.4089285714285715,1.2381302521008397
120,Example1,2000-09-20,Team3,Team2,3,0,H,16.0,8.0,4.0,3.0,2.88,3.5,2.39,2.16,1.68,2000/2001,first,3,0,1.6,0.8,2.2,0.6,1.4,1.6,1.5666666666666669,1.0916666666666661,1.366666666666667,1.291666666666666
121,Example1,2000-09-20,Team5,Team15,2,2,D,18.0,13.0,5.0,3.0,1.77,3.48,5.03,1.69,2.17,2000/2001,first,1,1,2.0,0.8,1.0,1.2,1.8,1.2,1.5785123966942152,1.082644628099173,1.9285123966942153,0.7326446280991731
122,Example1,2000-09-20,Team6,Team14,3,1,H,,,,,3.37,3.25,2.04,1.89,1.84,2000/2001,first,3,0,1.25,1.0,0.75,2.0,2.0,1.5,1.5819672131147544,1.090163934426229,1.9569672131147544,0.715163934426229
123,Example1,2000-09-20,Team7,Team13,1,4,A,,,,,1.79,3.48,4.12,1.94,1.8,2000/2001,first,0,3,0.4,1.0,0.6,2.0,1.2,0.6,1.5934959349593498,1.0894308943089426,1.7934959349593498,0.8894308943089426
124,Example1,2000-09-20,Team8,Team12,0,2,A,,,,,6.96,3.79,1.5,1.8,1.98,2000/2001,first,0,3,1.0,0.75,1.75,1.25,0.75,1.0,1.588709677419355,1.112903225806451,1.526209677419355,1.175403225806451
125,Example1,2000-09-20,Team9,Team11,0,2,A,,,,,1.92,3.09,3.76,1.55,2.26,2000/2001,first,0,3,1.0,0.8,0.8,0.6,1.6,1.4,1.5760000000000003,1.1199999999999994,1.5760000000000003,1.1199999999999994
126,Example2,2000-09-30,Club10,Club8,1,2,A,9.0,8.0,3.0,4.0,2.29,3.24,2.88,1.63,2.16,2000/2001,first,0,3,1.0,1.6,0.0,0.8,1.8,1.2,1.5634920634920637,1.1269841269841265,1.6134920634920638,1.0769841269841265
127,Example2,2000-09-30,Club11,Club7,1,0,H,11.0,6.0,3.0,2.0,1.68,3.51,5.6,1.59,2.29,2000/2001,first,3,0,2.6666666666666665,1.5,0.6666666666666666,0.6666666666666666,2.0,1.8333333333333333,1.5590551181102363,1.133858267716535,1.850721784776903,0.8421916010498683
128,Example2,2000-09-30,Club12,Club6,0,1,A,11.0,16.0,3.0,6.0,3.59,3.02,2.08,1.67,2.1,2000/2001,first,0,3,0.6,1.8,2.6,1.0,0.6,2.0,1.5546875000000002,1.1249999999999996,0.8546875000000003,1.8249999999999995
129,Example2,2000-09-30,Club13,Club5,3,1,H,,,,,1.56,3.67,5.78,1.83,1.95,2000/2001,first,3,0,1.5,1.1666666666666667,1.8333333333333333,1.5,1.1666666666666667,1.3333333333333333,1.542635658914729,1.1240310077519375,1.542635658914729,1.1240310077519375
130,Example2,2000-09-30,Club14,Club4,2,2,D,,,,,2.28,3.01,2.98,1.55,2.21,2000/2001,first,1,1,1.2,1.0,1.8,3.2,0.8,0.8,1.553846153846154,1.1230769230769226,1.953846153846154,0.7230769230769226
131,Example2,2000-09-30,Club15,Club3,2,0,H,9.0,9.0,5.0,1.0,2.08,3.4,3.45,1.89,1.88,2000/2001,first,3,0,0.6666666666666666,1.6666666666666667,2.1666666666666665,0.3333333333333333,0.6666666666666666,2.1666666666666665,1.5572519083969467,1.1297709923664119,0.8489185750636133,1.8381043256997454
132,Example2,2000-09-30,Club9,Club1,0,3,A,17.0,9.0,1.0,7.0,2.91,3.59,2.28,2.18,1.67,2000/2001,first,0,3,1.5,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.1666666666666667,1.3333333333333333,1.5606060606060608,1.1212121212121209,1.518939393939394,1.1628787878787876
133,Example3,2000-09-30,Squad10,Squad8,3,1,H,9.0,13.0,3.0,3.0,1.56,3.95,6.31,1.84,1.93,2000/2001,first,3,0,1.4,1.8,1.4,1.4,1.2,2.0,1.548872180451128,1.1353383458646613,1.448872180451128,1.2353383458646614
134,Example3,2000-09-30,Squad11,Squad7,3,2,H,,,,,1.71,3.04,5.2,1.7,2.04,2000/2001,first,3,0,1.1666666666666667,1.1666666666666667,2.0,1.1666666666666667,0.5,1.5,1.5597014925373136,1.1343283582089547,1.3513681592039803,1.342661691542288
135,Example3,2000-09-30,Squad12,Squad6,1,1,D,6.0,17.0,2.0,4.0,8.07,4.56,1.4,1.98,1.82,2000/2001,first,1,1,0.8,1.0,2.0,1.4,0.2,1.0,1.5703703703703706,1.1407407407407404,1.3703703703703707,1.3407407407407403
136,Example3,2000-09-30,Squad13,Squad5,2,2,D,7.0,11.0,4.0,9.0,1.7,3.19,5.06,1.71,2.0,2000/2001,first,1,1,1.3333333333333333,1.1666666666666667,2.3333333333333335,1.8333333333333333,0.5,1.0,1.5661764705882355,1.1397058823529407,1.482843137254902,1.2230392156862742
137,Example3,2000-09-30,Squad14,Squad4,1,1,D,,,,,1.95,2.96,3.79,1.57,2.2,2000/2001,first,1,1,2.8,1.4,0.8,1.4,2.2,1.8,1.5693430656934308,1.1459854014598536,2.0693430656934306,0.6459854014598536
138,Example3,2000-09-30,Squad15,Squad3,3,2,H,10.0,16.0,6.0,8.0,3.08,3.38,2.28,2.27,1.63,2000/2001,first,3,0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,0.5,2.0,1.5652173913043481,1.1449275362318836,1.2318840579710146,1.4782608695652169
139,Example3,2000-09-30,Squad9,Squad1,0,2,A,,,,,3.63,2.79,2.08,1.51,2.38,2000/2001,first,0,3,2.1666666666666665,1.5,0.8333333333333334,1.6666666666666667,2.1666666666666665,1.8333333333333333,1.575539568345324,1.151079136690647,1.950539568345324,0.776079136690647
140,Example1,2000-09-30,Team10,Team8,4,2,H,,,,,2.81,3.01,2.59,1.68,2.16,2000/2001,first,3,0,2.4,0.8,1.0,1.8,2.0,0.6,1.5642857142857145,1.1571428571428568,2.1642857142857146,0.5571428571428568
141,Example1,2000-09-30,Team11,Team7,3,2,H,,,,,2.14,3.27,3.34,1.74,2.02,2000/2001,first,3,0,1.0,0.5,0.5,1.1666666666666667,1.6666666666666667,1.0,1.5815602836879434,1.1631205673758862,1.8732269503546102,0.8714539007092195
142,Example1,2000-09-30,Team12,Team6,2,0,H,15.0,9.0,5.0,3.0,2.04,2.96,3.76,1.58,2.24,2000/2001,first,3,0,1.0,1.6,1.0,0.8,1.4,2.2,1.591549295774648,1.1690140845070418,1.391549295774648,1.3690140845070418
143,Example1,2000-09-30,Team13,Team5,0,0,D,10.0,9.0,5.0,2.0,3.02,3.24,2.25,1.65,2.14,2000/2001,first,1,1,1.5,2.0,1.8333333333333333,1.1666666666666667,1.0,1.6666666666666667,1.5944055944055944,1.1608391608391604,1.3027389277389276,1.452505827505827
144,Example1,2000-09-30,Team14,Team4,1,0,H,10.0,7.0,4.0,3.0,2.36,2.97,2.97,1.6,2.23,2000/2001,first,3,0,1.0,1.2,2.2,0.8,1.2,1.8,1.5833333333333333,1.1527777777777775,1.1833333333333331,1.5527777777777776
145,Example1,2000-09-30,Team15,Team3,1,2,A,14.0,8.0,6.0,4.0,1.47,4.62,6.46,2.27,1.64,2000/2001,first,0,3,1.0,1.8333333333333333,1.3333333333333333,1.8333333333333333,1.1666666666666667,1.6666666666666667,1.5793103448275863,1.1448275862068962,1.495977011494253,1.2281609195402294
146,Example1,2000-09-30,Team9,Team1,1,1,D,,,,,2.07,2.99,3.56,1.66,2.1,2000/2001,first,1,1,0.8333333333333334,1.6666666666666667,1.0,1.5,1.3333333333333333,1.5,1.5753424657534247,1.150684931506849,1.4920091324200915,1.2340182648401823
147,Example2,2000-10-10,Club1,Club8,1,0,H,16.0,6.0,7.0,3.0,1.88,3.42,4.24,1.65,2.23,2000/2001,first,3,0,1.5714285714285714,1.6666666666666667,1.1428571428571428,0.8333333333333334,1.5714285714285714,1.5,1.5714285714285714,1.149659863945578,1.4702380952380951,1.2508503401360542
148,Example2,2000-10-10,Club2,Club14,2,0,H,11.0,3.0,5.0,2.0,1.24,6.09,13.32,2.05,1.77,2000/2001,first,3,0,0.8333333333333334,1.3333333333333333,0.8333333333333334,1.8333333333333333,1.5,0.8333333333333334,1.5675675675675675,1.1418918918918917,1.6925675675675675,1.0168918918918917
149,Example2,2000-10-10,Club3,Club13,2,1,H,,,,,2.15,3.29,3.28,1.87,1.92,2000/2001,first,3,0,1.4285714285714286,1.7142857142857142,0.5714285714285714,1.7142857142857142,1.8571428571428572,1.4285714285714286,1.570469798657718,1.134228187919463,1.7847555129434323,0.9199424736337486
150,Example2,2000-10-10,Club4,Club12,0,0,D,14.0,10.0,6.0,3.0,2.74,3.25,2.57,1.77,2.03,2000/2001,first,1,1,1.1666666666666667,0.5,3.0,2.3333333333333335,0.8333333333333334,0.5,1.5733333333333333,1.133333333333333,1.5733333333333333,1.133333333333333
151,Example2,2000-10-10,Club5,Club11,3,0,H,,,,,2.67,3.24,2.41,1.71,2.05,2000/2001,first,3,0,1.1428571428571428,2.4285714285714284,1.7142857142857142,0.5714285714285714,1.1428571428571428,2.142857142857143,1.5629139072847682,1.1258278145695362,0.9557710501419111,1.7329706717123932
152,Example2,2000-10-10,Club6,Club10,3,1,H,,,,,2.24,3.22,3.09,1.78,2.01,2000/2001,first,3,0,1.6666666666666667,1.0,0.8333333333333334,0.3333333333333333,2.1666666666666665,1.5,1.5723684210526316,1.1184210526315788,1.6140350877192984,1.076754385964912
153,Example2,2000-10-10,Club7,Club9,1,3,A,4.0,10.0,0.0,5.0,3.04,3.1,2.38,1.67,2.11,2000/2001,first,0,3,1.2857142857142858,1.2857142857142858,0.7142857142857143,1.8571428571428572,1.5714285714285714,1.0,1.5816993464052287,1.1176470588235292,1.8674136321195145,0.8319327731092435
154,Example3,2000-10-10,Squad1,Squad8,2,0,H,9.0,9.0,8.0,1.0,3.79,3.14,2.1,1.47,2.59,2000/2001,first,3,0,1.5714285714285714,1.6666666666666667,1.4285714285714286,1.6666666666666667,2.0,1.6666666666666667,1.577922077922078,1.1298701298701297,1.6136363636363638,1.094155844155844
155,Example3,2000-10-10,Squad2,Squad14,3,2,H,12.0,7.0,6.0,3.0,1.96,3.47,3.83,1.82,1.99,2000/2001,first,3,0,1.5,2.5,0.8333333333333334,0.8333333333333334,2.1666666666666665,2.0,1.5806451612903225,1.12258064516129,1.3306451612903225,1.37258064516129
156,Example3,2000-10-10,Squad3,Squad13,0,0,D,,,,,2.42,1.72,9.98,1.58,2.26,2000/2001,first,1,1,1.7142857142857142,1.4285714285714286,1.2857142857142858,2.2857142857142856,1.7142857142857142,0.5714285714285714,1.5897435897435896,1.128205128205128,1.911172161172161,0.8067765567765566
157,Example3,2000-10-10,Squad4,Squad12,2,0,H,10.0,12.0,3.0,4.0,2.38,3.18,3.18,1.62,2.27,2000/2001,first,3,0,1.3333333333333333,0.8333333333333334,1.3333333333333333,1.8333333333333333,1.6666666666666667,0.3333333333333333,1.5796178343949043,1.1210191082802545,1.8296178343949043,0.8710191082802545
158,Example3,2000-10-10,Squad5,Squad11,2,1,H,,,,,2.24,3.01,3.36,1.6,2.23,2000/2001,first,3,0,1.2857142857142858,1.4285714285714286,1.8571428571428572,2.0,1.0,0.8571428571428571,1.582278481012658,1.1139240506329111,1.582278481012658,1.1139240506329111
159,Example3,2000-10-10,Squad6,Squad10,2,1,H,20.0,5.0,11.0,2.0,2.16,3.25,3.18,1.67,2.09,2000/2001,first,3,0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.5,1.5849056603773584,1.113207547169811,1.4182389937106916,1.2798742138364778
160,Example3,2000-10-10,Squad7,Squad9,1,1,D,,,,,2.56,2.63,2.97,1.47,2.45,2000/2001,first,1,1,1.2857142857142858,1.8571428571428572,1.4285714285714286,1.0,1.2857142857142858,1.8571428571428572,1.5875,1.1124999999999998,1.3375,1.3624999999999998
161,Example1,2000-10-10,Team1,Team8,1,0,H,,,,,2.2,2.95,3.47,1.56,2.35,2000/2001,first,3,0,1.5714285714285714,1.0,1.4285714285714286,2.1666666666666665,1.4285714285714286,0.5,1.5838509316770186,1.1118012422360246,1.911231884057971,0.7844202898550723
162,Example1,2000-10-10,Team2,Team14,1,0,H,,,,,1.12,7.22,15.91,2.79,1.38,2000/2001,first,3,0,0.6666666666666666,1.0,1.0,1.8333333333333333,1.3333333333333333,1.5,1.5802469135802468,1.104938271604938,1.7052469135802468,0.9799382716049381
163,Example1,2000-10-10,Team3,Team13,3,3,D,10.0,18.0,6.0,8.0,2.78,3.29,2.47,1.89,1.89,2000/2001,first,1,1,1.8571428571428572,1.2857142857142858,1.7142857142857142,1.5714285714285714,1.8571428571428572,1.0,1.5766871165644172,1.0981595092024539,1.6838299737072744,0.9910166520595967
164,Example1,2000-10-10,Team4,Team12,4,1,H,25.0,28.0,10.0,12.0,1.39,4.25,7.84,2.56,1.47,2000/2001,first,3,0,1.0,1.1666666666666667,0.8333333333333334,0.8333333333333334,1.5,1.6666666666666667,1.5853658536585367,1.1097560975609755,1.54369918699187,1.1514227642276422
165,Example1,2000-10-10,Team5,Team11,1,2,A,16.0,11.0,10.0,5.0,2.71,3.23,2.61,1.8,1.98,2000/2001,first,0,3,1.7142857142857142,1.2857142857142858,1.0,0.7142857142857143,1.5714285714285714,1.8571428571428572,1.6,1.109090909090909,1.6357142857142857,1.0733766233766233
166,Example1,2000-10-10,Team6,Team10,3,1,H,,,,,2.01,3.39,3.51,1.93,1.84,2000/2001,first,3,0,1.3333333333333333,2.6666666666666665,1.0,1.1666666666666667,1.8333333333333333,2.1666666666666665,1.5963855421686748,1.114457831325301,1.304718875502008,1.4061244979919678
167,Example1,2000-10-10,Team7,Team9,3,1,H,,,,,1.97,3.27,3.71,1.63,2.19,2000/2001,first,3,0,0.7142857142857143,0.8571428571428571,1.4285714285714286,1.0,0.8571428571428571,1.2857142857142858,1.6047904191616766,1.1137724550898203,1.4619332763045338,1.256629597946963
168,Example2,2000-10-20,Club10,Club4,1,1,D,14.0,14.0,3.0,7.0,3.17,3.49,2.17,1.94,1.86,2000/2001,first,1,1,1.0,1.0,0.7142857142857143,2.5714285714285716,1.2857142857142858,0.8571428571428571,1.6130952380952381,1.113095238095238,2.0773809523809526,0.6488095238095236
169,Example2,2000-10-20,Club11,Club3,0,0,D,20.0,8.0,7.0,2.0,1.78,3.24,4.1,1.76,1.95,2000/2001,first,1,1,2.125,1.5,0.875,0.625,1.875,2.0,1.6094674556213018,1.1124260355029585,1.7032174556213018,1.0186760355029585
170,Example2,2000-10-20,Club12,Club2,1,1,D,12.0,7.0,7.0,4.0,1.64,3.4,5.11,1.73,2.0,2000/2001,first,1,1,0.42857142857142855,1.0,2.0,0.7142857142857143,0.5714285714285714,1.7142857142857142,1.6,1.1058823529411763,1.1357142857142857,1.5701680672268905
171,Example2,2000-10-20,Club14,Club15,4,0,H,14.0,9.0,6.0,2.0,2.32,3.16,3.1,1.72,2.09,2000/2001,first,3,0,1.1428571428571428,0.8571428571428571,1.8571428571428572,1.8571428571428572,0.7142857142857143,1.0,1.5964912280701755,1.1052631578947367,1.667919799498747,1.0338345864661653
172,Example2,2000-10-20,Club7,Club1,2,0,H,13.0,8.0,7.0,0.0,2.14,3.33,3.46,1.88,1.91,2000/2001,first,3,0,1.25,1.5,1.0,1.0,1.375,1.75,1.6104651162790697,1.0988372093023253,1.5479651162790697,1.1613372093023253
173,Example2,2000-10-20,Club8,Club6,3,1,H,16.0,8.0,5.0,5.0,1.2,7.37,13.26,3.55,1.4,2000/2001,first,3,0,1.4285714285714286,1.8571428571428572,0.8571428571428571,0.8571428571428571,1.2857142857142858,2.2857142857142856,1.6127167630057804,1.0924855491329477,1.5055739058629232,1.199628406275805
174,Example2,2000-10-20,Club9,Club5,2,1,H,12.0,13.0,6.0,3.0,1.52,4.47,5.97,2.48,1.53,2000/2001,first,3,0,1.5,1.375,1.75,1.5,1.25,1.375,1.6206896551724137,1.0919540229885054,1.5894396551724137,1.1232040229885054
175,Example3,2000-10-20,Squad10,Squad4,4,1,H,,,,,1.52,3.7,6.25,1.76,2.01,2000/2001,first,3,0,1.5714285714285714,1.4285714285714286,1.4285714285714286,1.1428571428571428,1.2857142857142858,1.8571428571428572,1.6228571428571428,1.0914285714285712,1.587142857142857,1.127142857142857
176,Example3,2000-10-20,Squad11,Squad3,3,1,H,12.0,11.0,5.0,5.0,1.68,3.65,4.83,1.93,1.84,2000/2001,first,3,0,1.375,1.5,2.0,1.125,0.75,1.625,1.6363636363636365,1.0909090909090908,1.3863636363636365,1.3409090909090908
177,Example3,2000-10-20,Squad12,Squad2,1,0,H,9.0,9.0,5.0,3.0,2.36,2.89,3.02,1.55,2.27,2000/2001,first,3,0,0.7142857142857143,1.7142857142857142,1.8571428571428572,1.0,0.2857142857142857,2.2857142857142856,1.6440677966101696,1.0903954802259888,1.1797820823244554,1.554681194511703
178,Example3,2000-10-20,Squad14,Squad15,4,2,H,16.0,7.0,8.0,4.0,1.96,3.33,3.84,1.83,1.95,2000/2001,first,3,0,2.4285714285714284,1.0,1.1428571428571428,1.4285714285714286,1.7142857142857142,0.8571428571428571,1.6404494382022472,1.0842696629213484,2.0690208667736756,0.6556982343499198
179,Example3,2000-10-20,Squad7,Squad1,0,2,A,,,,,2.86,3.27,2.35,1.8,1.98,2000/2001,first,0,3,1.25,1.625,1.375,1.25,1.25,2.125,1.6536312849162011,1.0893854748603353,1.5286312849162011,1.2143854748603353
180,Example3,2000-10-20,Squad8,Squad6,1,0,H,18.0,3.0,6.0,0.0,1.72,3.49,4.95,1.72,2.07,2000/2001,first,3,0,1.4285714285714286,1.1428571428571428,1.7142857142857142,1.2857142857142858,1.4285714285714286,1.2857142857142858,1.6444444444444444,1.0944444444444446,1.6087301587301588,1.1301587301587301
181,Example3,2000-10-20,Squad9,Squad5,0,0,D,11.0,5.0,2.0,0.0,2.05,3.24,3.78,1.6,2.3,2000/2001,first,1,1,1.75,1.375,1.0,1.75,1.75,1.25,1.6408839779005524,1.0883977900552488,1.9221339779005524,0.8071477900552488
182,Example1,2000-10-20,Team10,Team4,2,2,D,27.0,11.0,5.0,4.0,2.0,3.19,3.86,1.69,2.1,2000/2001,first,1,1,2.4285714285714284,1.4285714285714286,1.4285714285714286,0.8571428571428571,1.8571428571428572,1.7142857142857142,1.6318681318681318,1.0824175824175826,1.7390109890109888,0.9752747252747255
183,Example1,2000-10-20,Team11,Team3,4,1,H,15.0,16.0,7.0,6.0,1.69,3.92,4.71,2.19,1.67,2000/2001,first,3,0,1.375,2.0,0.75,1.875,2.0,1.75,1.633879781420765,1.0874316939890711,1.758879781420765,0.9624316939890711
184,Example1,2000-10-20,Team12,Team2,1,0,H,5.0,20.0,2.0,4.0,1.9,3.47,4.04,2.02,1.79,2000/2001,first,3,0,1.1428571428571428,0.7142857142857143,1.2857142857142858,0.8571428571428571,1.4285714285714286,1.5714285714285714,1.6467391304347827,1.0869565217391306,1.6467391304347827,1.0869565217391306
185,Example1,2000-10-20,Team14,Team15,2,1,H,5.0,4.0,3.0,3.0,1.9,3.2,4.32,1.55,2.37,2000/2001,first,3,0,0.8571428571428571,1.0,1.7142857142857142,1.4285714285714286,1.2857142857142858,1.0,1.6432432432432433,1.0810810810810811,1.5361003861003861,1.1882239382239383
186,Example1,2000-10-20,Team7,Team1,1,2,A,5.0,11.0,2.0,5.0,1.78,3.55,5.11,1.7,2.14,2000/2001,first,0,3,1.0,1.5,1.375,1.25,1.125,1.625,1.6451612903225807,1.0806451612903225,1.4889112903225807,1.2368951612903225
187,Example1,2000-10-20,Team8,Team6,4,1,H,17.0,7.0,8.0,4.0,1.75,3.3,4.38,1.81,1.92,2000/2001,first,3,0,0.8571428571428571,1.5714285714285714,2.0,1.0,0.42857142857142855,2.0,1.641711229946524,1.085561497326203,1.2131398013750954,1.5141329258976317
188,Example1,2000-10-20,Team9,Team5,3,2,H,,,,,2.12,2.93,3.57,1.53,2.33,2000/2001,first,3,0,0.875,1.625,1.25,1.125,1.125,1.375,1.6542553191489362,1.0851063829787233,1.4355053191489362,1.3038563829787233
189,Example2,2000-10-30,Club1,Club6,2,1,H,,,,,2.4,3.06,2.93,1.63,2.17,2000/2001,first,3,0,1.3333333333333333,1.75,1.1111111111111112,1.125,1.5555555555555556,2.0,1.6613756613756614,1.0899470899470898,1.560681216931217,1.1906415343915342
190,Example2,2000-10-30,Club13,Club14,0,1,A,,,,,2.47,3.04,2.98,1.55,2.34,2000/2001,first,0,3,1.625,1.5,1.75,1.625,1.25,1.0,1.6631578947368422,1.0894736842105261,1.6631578947368422,1.0894736842105261
191,Example2,2000-10-30,Club15,Club12,2,1,H,17.0,13.0,3.0,5.0,1.41,4.5,7.38,2.11,1.7,2000/2001,first,3,0,0.75,0.5,2.125,1.875,0.875,0.625,1.6544502617801047,1.089005235602094,1.6544502617801047,1.089005235602094
192,Example2,2000-10-30,Club2,Club10,1,1,D,8.0,9.0,4.0,3.0,6.11,3.83,1.53,1.97,1.79,2000/2001,first,1,1,1.0,1.0,0.75,0.75,1.625,1.25,1.65625,1.0885416666666665,1.65625,1.0885416666666665
193,Example2,2000-10-30,Club3,Club9,2,2,D,14.0,12.0,6.0,7.0,2.56,3.58,2.65,2.12,1.73,2000/2001,first,1,1,1.3333333333333333,1.5555555555555556,0.5555555555555556,1.6666666666666667,1.8888888888888888,1.4444444444444444,1.6528497409326426,1.088082901554404,1.875071963154865,0.8658606793321818
194,Example2,2000-10-30,Club4,Club8,0,0,D,8.0,10.0,0.0,2.0,2.67,3.11,2.82,1.64,2.25,2000/2001,first,1,1,1.0,1.625,2.375,0.875,0.875,1.5,1.6546391752577319,1.092783505154639,1.1233891752577319,1.624033505154639
195,Example2,2000-10-30,Club5,Club7,0,1,A,,,,,3.0,3.25,2.27,1.72,2.06,2000/2001,first,0,3,1.3333333333333333,1.3333333333333333,1.5555555555555556,0.8888888888888888,1.2222222222222223,1.5555555555555556,1.646153846153846,1.087179487179487,1.4794871794871793,1.2538461538461538
196,Example3,2000-10-30,Squad1,Squad6,3,1,H,,,,,2.07,3.15,3.51,1.57,2.29,2000/2001,first,3,0,1.6666666666666667,1.0,1.1111111111111112,1.25,2.2222222222222223,1.125,1.6377551020408163,1.0867346938775508,1.8391439909297052,0.885345804988662
197,Example3,2000-10-30,Squad13,Squad14,2,1,H,12.0,5.0,6.0,1.0,1.57,3.39,6.68,1.42,2.71,2000/2001,first,3,0,1.25,2.625,2.0,1.25,0.625,1.875,1.6446700507614214,1.0862944162436547,1.1134200507614214,1.6175444162436547
198,Example3,2000-10-30,Squad15,Squad12,0,0,D,13.0,6.0,5.0,2.0,2.06,3.19,3.69,1.63,2.23,2000/2001,first,1,1,1.125,0.75,1.75,1.625,0.75,0.625,1.6464646464646464,1.0858585858585856,1.7089646464646464,1.0233585858585856
199,Example3,2000-10-30,Squad2,Squad10,2,0,H,11.0,3.0,3.0,0.0,1.51,3.49,6.37,1.48,2.43,2000/2001,first,3,0,1.5,1.875,1.0,1.375,2.0,1.5,1.6381909547738693,1.080402010050251,1.6381909547738693,1.080402010050251
