,league,date,team,result,goals,shots,shotsOpponent,shotsTarget,shotsTargetOpponent,season,odds,oddsDraw,oddsOpponent,prob,probDraw,anticipatedGoals,home,fav
181,Example1,12/05/01,Team3,W,1,13.0,15.0,7.0,6.0,2000/2001,3.85,3.32,1.98,0.23929516444240173,0.28005878999081807,1.125,1,out
182,Example1,22/05/01,Team14,W,1,18.0,7.0,6.0,4.0,2000/2001,2.49,3.17,2.89,0.3798471065788406,0.29503441906185596,1.175,1,fav
183,Example1,22/05/01,Team12,,1,8.0,5.0,5.0,3.0,2000/2001,2.25,3.19,2.89,0.4078762115005372,0.28021435939291134,1.3250000000000002,1,fav
184,Example1,22/05/01,Team10,,2,,,,,2000/2001,1.58,3.67,5.43,0.5972529801726267,0.24442246030164325,1.875,1,fav
185,Example1,22/05/01,Team8,L,1,16.0,9.0,7.0,5.0,2000/2001,2.12,3.22,3.2,0.4376696602128029,0.28021794318613047,1.5,1,fav
186,Example1,22/05/01,Team6,W,6,18.0,8.0,11.0,5.0,2000/2001,1.38,4.84,7.32,0.6959674842249062,0.18628808395354876,2.3000000000000003,1,fav
187,Example1,22/05/01,Team4,L,0,16.0,14.0,,,2000/2001,1.92,3.29,3.64,0.4839741093245808,0.2722495205653887,1.775,1,fav
188,Example1,22/05/01,Team5,W,3,12.0,9.0,4.0,3.0,2000/2001,1.92,3.52,3.91,0.49813327396439855,0.2648803819613196,1.725,1,fav
189,Example1,01/06/01,Team7,L,0,14.0,8.0,4.0,3.0,2000/2001,2.07,3.42,3.68,0.46579606576236593,0.2773075499988157,1.525,1,fav
190,Example1,01/06/01,Team9,W,4,23.0,15.0,14.0,6.0,2000/2001,2.59,2.89,2.94,0.36150719269717957,0.3221362048700378,1.1,1,fav
191,Example1,01/06/01,Team11,W,2,7.0,11.0,4.0,2.0,2000/2001,2.15,3.22,3.57,0.4449745933964935,0.29252165254799384,1.375,1,fav
192,Example1,01/06/01,Team13,W,2,9.0,12.0,5.0,6.0,2000/2001,1.49,4.15,5.95,0.638411602573738,0.21639696184214535,2.025,1,fav
193,Example1,01/06/01,Team15,,0,,,,,2000/2001,2.13,3.06,3.56,0.441684890689465,0.3016584613773735,1.3250000000000002,1,fav
194,Example1,01/06/01,Team2,W,2,,,,,2000/2001,2.09,3.06,3.67,0.4503010301418097,0.3014720772763341,1.3250000000000002,1,fav
195,Example1,01/06/01,Team1,W,3,,,,,2000/2001,1.88,2.83,4.18,0.4857229308409981,0.31233661972525645,1.35,1,fav
196,Example1,11/06/01,Team14,W,4,6.0,21.0,5.0,7.0,2000/2001,1.88,3.57,4.29,0.5148412894297224,0.2658126108031106,1.625,1,fav
197,Example1,11/06/01,Team12,W,5,13.0,13.0,9.0,3.0,2000/2001,1.53,4.53,5.75,0.6339248479634161,0.20614699684049087,2.225,1,fav
198,Example1,11/06/01,Team10,,2,8.0,13.0,4.0,7.0,2000/2001,3.58,3.36,1.99,0.2544018107367868,0.2723188675643059,1.225,1,out
199,Example1,11/06/01,Team8,W,2,18.0,10.0,6.0,6.0,2000/2001,2.11,3.4,3.55,0.4558406385273743,0.278215229948398,1.525,1,fav
200,Example1,11/06/01,Team6,,1,12.0,3.0,4.0,1.0,2000/2001,1.96,3.31,4.12,0.4897243938919455,0.2844173090778186,1.475,1,fav
201,Example1,11/06/01,Team4,L,3,10.0,14.0,7.0,7.0,2000/2001,12.35,6.59,1.23,0.0689014037716362,0.1385209095785942,0.775,1,out
202,Example1,11/06/01,Team2,W,4,17.0,4.0,8.0,1.0,2000/2001,1.36,4.86,9.37,0.7148564156312416,0.19137302230816056,2.15,1,fav
203,Example1,21/06/01,Team3,W,2,17.0,17.0,6.0,4.0,2000/2001,2.76,3.21,2.53,0.3391794365823361,0.2892574565009557,1.2000000000000002,1,out
204,Example1,21/06/01,Team5,,0,10.0,10.0,3.0,3.0,2000/2001,2.83,1.86,4.76,0.31984544587579555,0.4997628746734572,1.425,1,fav
205,Example1,21/06/01,Team7,L,0,,,,,2000/2001,1.96,3.18,4.09,0.4845579459283244,0.2920824008710844,1.35,1,fav
206,Example1,21/06/01,Team9,W,1,12.0,12.0,2.0,3.0,2000/2001,2.44,3.19,3.02,0.39090849188426313,0.295842423685913,1.275,1,fav
207,Example1,21/06/01,Team11,W,1,,,,,2000/2001,1.57,3.74,5.64,0.6042915630726868,0.24186089257347412,1.85,1,fav
208,Example1,21/06/01,Team13,W,2,27.0,3.0,8.0,1.0,2000/2001,1.05,14.43,37.94,0.9292835404083949,0.05548019594639025,3.65,1,fav
209,Example1,21/06/01,Team15,L,0,,,,,2000/2001,2.51,3.36,2.36,0.35773088930937075,0.2599344445996971,1.25,1,out
210,Example2,01/08/00,Club1,W,3,10.0,12.0,3.0,5.0,2000/2001,1.27,5.91,10.27,0.7636815316288591,0.15341803721607639,2.625,1,fav
211,Example2,01/08/00,Club2,W,1,,,,,2000/2001,1.39,4.15,6.25,0.669448692910736,0.20419093110959843,1.975,1,fav
212,Example2,01/08/00,Club4,L,0,8.0,39.0,1.0,16.0,2000/2001,9.75,5.27,1.29,0.08449851549343645,0.16966572429919444,0.75,1,out
213,Example2,01/08/00,Club6,W,3,6.0,9.0,5.0,3.0,2000/2001,1.76,3.61,4.41,0.5405236368444553,0.2543861995080426,1.8,1,fav
214,Example2,01/08/00,Club8,L,0,9.0,11.0,2.0,4.0,2000/2001,2.69,3.02,2.76,0.34974892107568906,0.3097800299817471,1.15,1,fav
215,Example2,01/08/00,Club10,,0,,,,,2000/2001,2.32,3.01,3.15,0.40273697036196204,0.3058654429561916,1.2000000000000002,1,fav
216,Example2,01/08/00,Club12,L,0,13.0,6.0,2.0,3.0,2000/2001,1.93,3.42,4.13,0.4984255534471692,0.27558105239062447,1.475,1,fav
217,Example2,11/08/00,Club14,L,0,,,,,2000/2001,2.11,3.15,3.5,0.4460786899566929,0.29252344961729365,1.3,1,fav
218,Example2,11/08/00,Club13,W,4,10.0,15.0,5.0,4.0,2000/2001,1.23,5.93,11.58,0.7828222319070274,0.14864524365537138,2.5,1,fav
219,Example2,11/08/00,Club11,,0,18.0,5.0,4.0,2.0,2000/2001,2.25,3.26,3.06,0.4168325925073296,0.281755427144212,1.5,1,fav
220,Example2,11/08/00,Club9,W,3,25.0,13.0,16.0,9.0,2000/2001,1.3,5.02,10.69,0.7423101013142024,0.18056256713173086,2.5250000000000004,1,fav
221,Example2,11/08/00,Club7,W,2,10.0,19.0,3.0,8.0,2000/2001,2.52,3.26,2.81,0.37637159153914007,0.28761537543966603,1.3,1,fav
222,Example2,11/08/00,Club5,W,1,,,,,2000/2001,2.19,3.0,3.42,0.4272531151076403,0.30641664443666183,1.3,1,fav
223,Example2,11/08/00,Club3,L,0,,,,,2000/2001,1.7,3.27,5.15,0.554023227276735,0.27747195025767524,1.4500000000000002,1,fav
224,Example2,21/08/00,Club14,W,5,,,,,2000/2001,1.27,4.84,9.43,0.7439887269349753,0.1763826795178203,2.275,1,fav
225,Example2,21/08/00,Club13,,1,,,,,2000/2001,2.34,2.69,3.2,0.3886151164476399,0.3344953247061661,1.175,1,fav
226,Example2,21/08/00,Club15,,1,10.0,13.0,5.0,5.0,2000/2001,1.58,4.16,5.25,0.6073488298125467,0.220843656837774,1.975,1,fav
227,Example2,21/08/00,Club2,W,2,17.0,11.0,6.0,6.0,2000/2001,1.89,3.38,4.08,0.5028143234524687,0.2735124364756183,1.5750000000000002,1,fav
228,Example2,21/08/00,Club4,,2,,,,,2000/2001,1.78,3.37,4.62,0.5331045001935104,0.27279595587187155,1.525,1,fav
229,Example2,21/08/00,Club6,W,4,,,,,2000/2001,2.37,3.02,3.05,0.3937478932108656,0.3047217082973843,1.3250000000000002,1,fav
230,Example2,21/08/00,Club8,L,1,,,,,2000/2001,2.28,2.95,3.02,0.4005515278144764,0.3035463816132136,1.375,1,fav
231,Example2,31/08/00,Club10,,0,,,,,2000/2001,3.18,3.26,2.19,0.28936553564534506,0.2817998995769377,1.15,1,out
232,Example2,31/08/00,Club1,L,0,12.0,15.0,2.0,5.0,2000/2001,4.43,3.14,1.83,0.19862391124601658,0.2891494422052958,1.025,1,out
233,Example2,31/08/00,Club11,W,4,20.0,4.0,12.0,0.0,2000/2001,1.65,3.58,5.11,0.5742225600295134,0.2537815674718746,2.025,1,fav
234,Example2,31/08/00,Club9,W,3,17.0,10.0,10.0,3.0,2000/2001,2.24,3.27,3.32,0.42736552735493977,0.2885890892529722,1.4,1,fav
235,Example2,31/08/00,Club7,,1,7.0,17.0,3.0,2.0,2000/2001,2.39,3.25,3.08,0.40063360596934133,0.2912994337421241,1.35,1,fav
236,Example2,31/08/00,Club5,L,1,15.0,9.0,7.0,4.0,2000/2001,1.57,3.33,6.1,0.5966444965255271,0.26788119017592354,1.625,1,fav
237,Example2,31/08/00,Club3,,0,,,,,2000/2001,2.13,3.15,3.1,0.43035238273646226,0.2823344379058822,1.4,1,fav
238,Example2,10/09/00,Club14,L,0,,,,,2000/2001,6.81,4.29,1.4,0.12064587252494957,0.2043594942945507,0.9,1,out
239,Example2,10/09/00,Club12,L,0,,,,,2000/2001,3.08,3.21,2.18,0.29395442427825674,0.28111979015618194,1.1,1,out
240,Example2,10/09/00,Club11,W,4,,,,,2000/2001,2.23,3.22,2.91,0.412214485365655,0.2777763575057122,1.4500000000000002,1,fav
241,Example2,10/09/00,Club13,W,4,16.0,14.0,7.0,6.0,2000/2001,1.62,3.58,5.37,0.5845487988622108,0.2532169629963754,1.775,1,fav
242,Example2,10/09/00,Club15,W,1,8.0,3.0,4.0,1.0,2000/2001,1.33,5.25,9.21,0.729913382564012,0.17534135399561768,2.45,1,fav
243,Example2,10/09/00,Club2,,1,18.0,10.0,5.0,2.0,2000/2001,2.38,3.19,3.1,0.400486031310952,0.29527039841572744,1.275,1,fav
244,Example2,10/09/00,Club4,L,0,13.0,18.0,7.0,7.0,2000/2001,2.44,3.59,2.79,0.39352858201359014,0.2637668793069,1.7000000000000002,1,fav
245,Example2,20/09/00,Club6,W,2,21.0,17.0,,,2000/2001,2.4,3.22,2.68,0.3819948322391848,0.2784934133234971,1.625,1,fav
246,Example2,20/09/00,Club8,W,2,,,,,2000/2001,1.33,4.72,9.21,0.7208684106023999,0.18997297965521875,2.15,1,fav
247,Example2,20/09/00,Club1,,0,15.0,5.0,4.0,2.0,2000/2001,1.81,3.28,4.69,0.5256013195849029,0.2821795133736051,1.55,1,fav
248,Example2,20/09/00,Club9,,1,,,,,2000/2001,2.84,2.82,2.58,0.3209639067003599,0.32340325397669056,1.1,1,out
249,Example2,20/09/00,Club7,W,3,7.0,11.0,3.0,3.0,2000/2001,1.36,4.94,7.76,0.7069787170339742,0.18252851947762724,2.35,1,fav
250,Example2,20/09/00,Club5,W,2,13.0,11.0,3.0,8.0,2000/2001,2.57,3.17,2.63,0.36026834595688767,0.2881579965738242,1.35,1,fav
251,Example2,20/09/00,Club3,W,2,17.0,14.0,13.0,8.0,2000/2001,1.42,4.01,7.76,0.6698957036871227,0.2237739799582802,2.1750000000000003,1,fav
252,Example2,30/09/00,Club14,,2,,,,,2000/2001,2.28,3.01,2.98,0.40134000605674924,0.2977020924961212,1.25,1,fav
253,Example2,30/09/00,Club12,L,0,11.0,16.0,3.0,6.0,2000/2001,3.59,3.02,2.08,0.25029049835545464,0.30165595203275614,1.0,1,out
254,Example2,30/09/00,Club10,L,1,9.0,8.0,3.0,4.0,2000/2001,2.29,3.24,2.88,0.40420486271208883,0.279053558236856,1.275,1,fav
255,Example2,30/09/00,Club9,L,0,17.0,9.0,1.0,7.0,2000/2001,2.91,3.59,2.28,0.3235159326781915,0.25941803764380694,1.375,1,out
256,Example2,30/09/00,Club11,W,1,11.0,6.0,3.0,2.0,2000/2001,1.68,3.51,5.6,0.5721957079805576,0.26623136775670053,1.5750000000000002,1,fav
257,Example2,30/09/00,Club13,W,3,,,,,2000/2001,1.56,3.67,5.78,0.60637563809279,0.24532922400813126,1.8,1,fav
258,Example2,30/09/00,Club15,W,2,9.0,9.0,5.0,1.0,2000/2001,2.08,3.4,3.45,0.4572023792421659,0.27349506804864865,1.525,1,fav
259,Example2,10/10/00,Club2,W,2,11.0,3.0,5.0,2.0,2000/2001,1.24,6.09,13.32,0.7860829162326385,0.15079716823682254,2.325,1,fav
260,Example2,10/10/00,Club4,,0,14.0,10.0,6.0,3.0,2000/2001,2.74,3.25,2.57,0.3442054509401062,0.2878115903971397,1.225,1,out
261,Example2,10/10/00,Club6,W,3,,,,,2000/2001,2.24,3.22,3.09,0.4178685689019759,0.28466511380869475,1.4,1,fav
262,Example2,10/10/00,Club1,W,1,16.0,6.0,7.0,3.0,2000/2001,1.88,3.42,4.24,0.509241938442041,0.27321352540999727,1.475,1,fav
263,Example2,10/10/00,Club7,L,1,4.0,10.0,0.0,5.0,2000/2001,3.04,3.1,2.38,0.30554266495953264,0.29928975958486087,1.125,1,out
264,Example2,10/10/00,Club5,W,3,,,,,2000/2001,2.67,3.24,2.41,0.3416112725868867,0.2773241112897522,1.2000000000000002,1,out
265,Example2,10/10/00,Club3,W,2,,,,,2000/2001,2.15,3.29,3.28,0.43854098396481306,0.28027482362298617,1.475,1,fav
266,Example2,20/10/00,Club14,W,4,14.0,9.0,6.0,2.0,2000/2001,2.32,3.16,3.1,0.40640596250596683,0.29378822002003324,1.3250000000000002,1,fav
267,Example2,20/10/00,Club12,,1,12.0,7.0,7.0,4.0,2000/2001,1.64,3.4,5.11,0.570755407365199,0.26247889509570116,1.675,1,fav
268,Example2,20/10/00,Club10,,1,14.0,14.0,3.0,7.0,2000/2001,3.17,3.49,2.17,0.2951057821637,0.266639864769946,1.2000000000000002,1,out
269,Example2,20/10/00,Club8,W,3,16.0,8.0,5.0,5.0,2000/2001,1.2,7.37,13.26,0.8132549869132555,0.12300065530746086,2.95,1,fav
270,Example2,20/10/00,Club7,W,2,13.0,8.0,7.0,0.0,2000/2001,2.14,3.33,3.46,0.44682673996536443,0.2821474014775061,1.5,1,fav
271,Example2,20/10/00,Club9,W,2,12.0,13.0,6.0,3.0,2000/2001,1.52,4.47,5.97,0.6378292852315727,0.20881028472066368,2.2,1,fav
272,Example2,20/10/00,Club11,,0,20.0,8.0,7.0,2.0,2000/2001,1.78,3.24,4.1,0.5184892371208358,0.27213970557587785,1.6,1,fav
273,Example2,30/10/00,Club13,L,0,,,,,2000/2001,2.47,3.04,2.98,0.3809114653964764,0.3062897989402632,1.175,1,fav
274,Example2,30/10/00,Club15,W,2,17.0,13.0,3.0,5.0,2000/2001,1.41,4.5,7.38,0.6811712276283235,0.20190259827016976,2.125,1,fav
275,Example2,30/10/00,Club2,,1,8.0,9.0,4.0,3.0,2000/2001,6.11,3.83,1.53,0.14141777521712562,0.23667405960406002,0.8500000000000001,1,out
276,Example2,30/10/00,Club4,,0,8.0,10.0,0.0,2.0,2000/2001,2.67,3.11,2.82,0.35733283295854446,0.3050080490039797,1.175,1,fav
277,Example2,30/10/00,Club1,W,2,,,,,2000/2001,2.4,3.06,2.93,0.38727673811474433,0.29926459499657243,1.25,1,fav
278,Example2,30/10/00,Club5,L,0,,,,,2000/2001,3.0,3.25,2.27,0.30667994595034326,0.2815628384875719,1.125,1,out
279,Example2,30/10/00,Club3,,2,14.0,12.0,6.0,7.0,2000/2001,2.56,3.58,2.65,0.3743666958551003,0.264379519604632,1.4500000000000002,1,fav
280,Example2,09/11/00,Club14,W,2,22.0,10.0,11.0,7.0,2000/2001,2.15,3.18,3.22,0.43285086957104474,0.2854833159503762,1.475,1,fav
281,Example2,09/11/00,Club12,,2,9.0,14.0,4.0,7.0,2000/2001,2.83,3.24,2.52,0.3337393003668302,0.28967815020993765,1.275,1,out
282,Example2,09/11/00,Club10,,1,,,,,2000/2001,2.5,2.78,2.79,0.359842139371522,0.32070490635983745,1.15,1,fav
283,Example2,09/11/00,Club8,W,2,6.0,7.0,3.0,2.0,2000/2001,2.23,3.1,3.47,0.42731672396993436,0.3032836762718061,1.225,1,fav
284,Example2,09/11/00,Club6,L,1,,,,,2000/2001,1.58,3.79,4.65,0.5886702454346605,0.22929422261004093,1.775,1,fav
285,Example2,09/11/00,Club5,,2,14.0,7.0,6.0,4.0,2000/2001,1.82,3.03,4.45,0.5101681959825701,0.296120910226494,1.525,1,fav
286,Example2,09/11/00,Club7,,1,24.0,9.0,3.0,4.0,2000/2001,5.28,3.97,1.61,0.17114669256200463,0.23258248982296603,1.05,1,out
287,Example2,19/11/00,Club9,W,1,14.0,6.0,5.0,4.0,2000/2001,1.69,3.76,4.8,0.5659267062237672,0.24534082030518187,1.95,1,fav
288,Example2,19/11/00,Club11,W,5,,,,,2000/2001,1.84,3.32,3.71,0.5007141748092183,0.2649995885845053,1.725,1,fav
289,Example2,19/11/00,Club13,L,1,11.0,13.0,7.0,6.0,2000/2001,2.25,3.19,2.84,0.40578958400482484,0.2783198482875945,1.35,1,fav
290,Example2,19/11/00,Club15,,1,,,,,2000/2001,2.19,2.96,3.54,0.429143279030676,0.312567535577567,1.3,1,fav
291,Example2,19/11/00,Club2,,0,8.0,3.0,3.0,1.0,2000/2001,2.25,2.36,4.08,0.40462329370261785,0.38445708897378866,1.55,1,fav
292,Example2,19/11/00,Club1,L,1,11.0,9.0,6.0,4.0,2000/2001,2.17,3.33,3.38,0.4403205998631137,0.2820289216989919,1.425,1,fav
293,Example2,19/11/00,Club3,,0,15.0,12.0,5.0,5.0,2000/2001,2.12,3.33,3.4,0.44778459716529495,0.27914728539899186,1.6,1,fav
294,Example2,29/11/00,Club14,,0,,,,,2000/2001,2.01,3.13,3.75,0.46686133650794615,0.2924147815273873,1.3,1,fav
295,Example2,29/11/00,Club12,W,2,18.0,8.0,7.0,3.0,2000/2001,1.52,4.43,5.72,0.634077014372797,0.20800174501051974,2.275,1,fav
296,Example2,29/11/00,Club10,W,3,11.0,6.0,6.0,3.0,2000/2001,2.69,3.06,2.46,0.3366356485941591,0.2928507050489696,1.3,1,out
297,Example2,29/11/00,Club8,W,2,,,,,2000/2001,5.36,3.49,1.57,0.15496188467448072,0.25178813345653245,0.8500000000000001,1,out
298,Example2,29/11/00,Club6,L,1,,,,,2000/2001,2.9,2.8,2.48,0.31036590742905845,0.3223620524612468,1.075,1,out
299,Example2,29/11/00,Club4,L,2,7.0,9.0,4.0,5.0,2000/2001,3.4,3.16,2.16,0.2707534179109302,0.29267670410208174,1.025,1,out
300,Example2,29/11/00,Club3,W,3,,,,,2000/2001,2.12,3.27,3.22,0.440019469540008,0.27766889123487637,1.625,1,fav
301,Example2,09/12/00,Club5,W,3,23.0,9.0,10.0,5.0,2000/2001,1.17,6.88,16.27,0.826704772862983,0.12737285623776826,2.75,1,fav
302,Example2,09/12/00,Club7,,0,13.0,5.0,2.0,0.0,2000/2001,1.78,3.3,5.03,0.5373698692792118,0.2825536056221961,1.475,1,fav
303,Example2,09/12/00,Club9,W,2,15.0,13.0,5.0,9.0,2000/2001,3.26,3.21,2.04,0.2722284709195277,0.27687437481618704,1.15,1,out
304,Example2,09/12/00,Club11,W,2,,,,,2000/2001,2.13,3.22,3.4,0.4427541563350108,0.286689344283446,1.375,1,fav
305,Example2,09/12/00,Club13,L,2,14.0,18.0,9.0,15.0,2000/2001,1.8,3.36,4.41,0.525129898986047,0.27212010503053724,1.6,1,fav
306,Example2,09/12/00,Club15,L,1,7.0,11.0,7.0,5.0,2000/2001,1.76,3.52,4.77,0.5443132811178164,0.2644602259696325,1.75,1,fav
307,Example2,09/12/00,Club1,W,2,14.0,20.0,6.0,9.0,2000/2001,2.24,3.46,3.25,0.43100131385683876,0.2752631047118896,1.5750000000000002,1,fav
308,Example2,19/12/00,Club14,,1,9.0,11.0,4.0,5.0,2000/2001,2.45,3.19,2.68,0.37557108605680106,0.2830868287153979,1.275,1,fav
309,Example2,19/12/00,Club12,L,1,7.0,9.0,3.0,6.0,2000/2001,4.65,3.74,1.71,0.1949800654624826,0.24637004674544563,1.025,1,out
310,Example2,19/12/00,Club10,W,3,27.0,2.0,14.0,1.0,2000/2001,1.04,17.52,45.03,0.941777787177138,0.04543361090237792,4.2,1,fav
311,Example2,19/12/00,Club8,,1,16.0,7.0,6.0,4.0,2000/2001,1.96,3.35,4.08,0.4901753330789723,0.2812491509609674,1.475,1,fav
312,Example2,19/12/00,Club6,W,3,22.0,13.0,8.0,6.0,2000/2001,1.09,10.11,24.81,0.8907512165805737,0.08264422557238815,3.475,1,fav
313,Example2,19/12/00,Club4,W,4,,,,,2000/2001,1.75,3.22,4.27,0.5271765145161154,0.27340435329725954,1.5750000000000002,1,fav
314,Example2,19/12/00,Club2,,3,11.0,6.0,4.0,4.0,2000/2001,2.37,3.18,3.2,0.4047694500416888,0.2985859598140678,1.25,1,fav
315,Example2,01/02/01,Club15,W,1,9.0,10.0,2.0,5.0,2000/2001,1.49,3.68,6.63,0.6329928999593114,0.24227822437970767,1.8,1,fav
316,Example2,01/02/01,Club13,L,1,,,,,2000/2001,2.14,2.94,3.23,0.42561495153546586,0.30201141864448017,1.375,1,fav
317,Example2,01/02/01,Club11,,1,,,,,2000/2001,2.1,3.22,3.19,0.44013808038774527,0.27850774340942364,1.475,1,fav
318,Example2,01/02/01,Club9,W,1,,,,,2000/2001,4.5,3.37,1.69,0.18937938863984805,0.26164663015834266,1.025,1,out
319,Example2,01/02/01,Club7,L,0,9.0,19.0,3.0,7.0,2000/2001,3.65,3.29,2.07,0.25483029031042104,0.28434440657892307,0.975,1,out
320,Example2,01/02/01,Club5,W,2,16.0,8.0,9.0,2.0,2000/2001,1.77,3.45,4.77,0.5401843080674369,0.26933284570030747,1.55,1,fav
321,Example2,01/02/01,Club3,W,1,13.0,4.0,6.0,4.0,2000/2001,1.59,3.69,6.27,0.6051263223255359,0.25228435347209704,1.75,1,fav
322,Example2,11/02/01,Club1,,1,9.0,11.0,4.0,6.0,2000/2001,1.95,3.49,3.7,0.4869692844422919,0.26450122444988233,1.625,1,fav
323,Example2,11/02/01,Club15,,2,17.0,9.0,7.0,3.0,2000/2001,1.17,7.7,16.12,0.8334056059163041,0.1165341035020058,2.9250000000000003,1,fav
324,Example2,11/02/01,Club2,L,1,11.0,10.0,4.0,5.0,2000/2001,2.1,3.21,3.16,0.4387559848280896,0.27822244544377445,1.4,1,fav
325,Example2,11/02/01,Club4,W,2,14.0,4.0,4.0,2.0,2000/2001,1.6,3.65,5.75,0.5959818114228446,0.2510321455563112,1.925,1,fav
326,Example2,11/02/01,Club6,W,2,,,,,2000/2001,1.84,3.05,4.62,0.5103661325968414,0.2992399761638445,1.525,1,fav
327,Example2,11/02/01,Club8,W,3,12.0,7.0,5.0,4.0,2000/2001,2.43,3.26,3.0,0.39354732303440765,0.29010507093658694,1.3250000000000002,1,fav
328,Example2,11/02/01,Club10,,0,9.0,16.0,2.0,6.0,2000/2001,4.46,3.74,1.8,0.20995434826457854,0.2525908548357956,1.025,1,out
329,Example2,21/02/01,Club12,W,4,12.0,1.0,6.0,1.0,2000/2001,2.23,3.3,3.06,0.4206501084411542,0.27802506715204583,1.5,1,fav
330,Example2,21/02/01,Club1,,2,13.0,10.0,3.0,3.0,2000/2001,2.37,3.44,2.97,0.4046185946939412,0.27497325560665353,1.5,1,fav
331,Example2,21/02/01,Club11,W,2,12.0,22.0,7.0,3.0,2000/2001,1.38,5.08,7.7,0.7028354946652081,0.18156134047556677,2.5500000000000003,1,fav
332,Example2,21/02/01,Club9,L,0,17.0,11.0,2.0,3.0,2000/2001,3.31,3.36,2.19,0.28401876262932574,0.2795868547766727,1.1,1,out
333,Example2,21/02/01,Club7,W,4,,,,,2000/2001,1.69,3.25,4.94,0.5522811738658272,0.2750288619014599,1.475,1,fav
334,Example2,21/02/01,Club5,W,4,,,,,2000/2001,2.07,2.97,3.43,0.44296645924169953,0.3004554767129959,1.3,1,fav
335,Example2,21/02/01,Club3,W,6,,,,,2000/2001,1.42,4.38,7.01,0.6728862874094338,0.20541441065830895,2.15,1,fav
336,Example2,03/03/01,Club14,L,2,,,,,2000/2001,4.35,4.03,1.69,0.20879330843415714,0.22670709352098517,1.375,1,out
337,Example2,03/03/01,Club12,W,3,,,,,2000/2001,1.97,3.22,3.88,0.4795680502082061,0.2861145087112278,1.475,1,fav
338,Example2,03/03/01,Club13,L,0,,,,,2000/2001,2.49,2.74,2.84,0.3612216185175152,0.325627571605673,1.3250000000000002,1,fav
339,Example2,03/03/01,Club15,W,2,19.0,13.0,12.0,5.0,2000/2001,2.66,3.24,2.64,0.3544795522475322,0.2882369077357388,1.275,1,out
340,Example2,03/03/01,Club2,W,4,,,,,2000/2001,1.79,3.31,3.98,0.5162887395639775,0.26652893017712315,1.75,1,fav
341,Example2,03/03/01,Club4,W,2,,,,,2000/2001,1.74,3.37,4.15,0.5317756992159588,0.2611565256823491,1.775,1,fav
342,Example2,03/03/01,Club6,L,0,12.0,14.0,3.0,8.0,2000/2001,6.62,3.65,1.52,0.12786614929649384,0.24783277339692275,0.7250000000000001,1,out
343,Example2,13/03/01,Club8,L,0,10.0,18.0,1.0,3.0,2000/2001,8.94,4.91,1.38,0.10086960520860885,0.19160290386624032,0.7250000000000001,1,out
344,Example2,13/03/01,Club10,W,1,6.0,14.0,2.0,4.0,2000/2001,1.9,3.67,4.07,0.5095398106066596,0.2584669839704778,1.775,1,fav
345,Example2,13/03/01,Club1,W,1,15.0,6.0,9.0,2.0,2000/2001,1.4,4.45,8.43,0.6899962139951815,0.20713091310743062,2.125,1,fav
346,Example2,13/03/01,Club9,L,3,14.0,15.0,7.0,7.0,2000/2001,2.55,3.3,2.71,0.37016820485343266,0.28245456379652,1.35,1,fav
347,Example2,13/03/01,Club7,,2,,,,,2000/2001,2.84,2.93,2.45,0.31862404507573033,0.30807961166295506,1.15,1,out
348,Example2,13/03/01,Club5,W,4,17.0,5.0,11.0,2.0,2000/2001,1.63,3.9,5.15,0.588109849448191,0.23652327345801027,1.875,1,fav
349,Example2,13/03/01,Club3,W,1,17.0,6.0,4.0,1.0,2000/2001,1.68,3.8,5.05,0.573089921891264,0.24553521364708672,1.775,1,fav
350,Example2,23/03/01,Club14,L,1,25.0,6.0,7.0,4.0,2000/2001,1.23,5.98,12.91,0.7873107771181024,0.15024149694936753,2.575,1,fav
351,Example2,23/03/01,Club12,,2,24.0,15.0,9.0,3.0,2000/2001,3.28,3.29,2.25,0.28772363732568873,0.2868093602054216,1.1,1,out
352,Example2,23/03/01,Club10,W,3,23.0,10.0,5.0,1.0,2000/2001,1.87,3.46,4.04,0.5079185477856739,0.2664030341098453,1.7000000000000002,1,fav
353,Example2,23/03/01,Club11,,0,,,,,2000/2001,1.88,3.15,4.37,0.5025715224605517,0.29212589809231077,1.4500000000000002,1,fav
354,Example2,23/03/01,Club13,W,2,13.0,7.0,4.0,3.0,2000/2001,1.46,4.54,7.17,0.6663622094655495,0.2067094037075182,2.025,1,fav
355,Example2,23/03/01,Club15,,0,18.0,9.0,10.0,4.0,2000/2001,2.65,2.81,2.9,0.3509951179117451,0.32991843038523916,1.0,1,fav
356,Example2,23/03/01,Club2,L,0,5.0,12.0,2.0,6.0,2000/2001,4.37,3.43,1.73,0.19935715332877907,0.260412817277846,1.075,1,out
357,Example2,02/04/01,Club4,L,0,,,,,2000/2001,1.86,3.37,3.98,0.5054604137107672,0.26950172429201613,1.775,1,fav
358,Example2,02/04/01,Club6,W,4,18.0,18.0,8.0,5.0,2000/2001,1.93,3.71,3.77,0.4983291984863988,0.25295118272597794,1.825,1,fav
359,Example2,02/04/01,Club8,W,2,13.0,7.0,4.0,3.0,2000/2001,2.24,2.89,3.63,0.4222816930689755,0.323525960208808,1.2000000000000002,1,fav
360,Example2,02/04/01,Club1,L,1,,,,,2000/2001,2.39,3.26,2.61,0.3810181872484175,0.2723190350509019,1.425,1,fav
